label,text
8,my heart seems to be beating at irregular pace
3,Shivering chills befor of high temperature.
2,fatigue
7,"I dont know why, but lately i have been experiencing excessive thirst. I havent changed anything in my life and its like i am constantly thirsty."
3,I’ve got a high temperature and I checked it with a thermometer. It’s 110 degrees.
3,goosebumps
4,"My brain aches. It feels like shooting, stabbing fire pokers in my head."
2,im tired all day lately no matter what i do or how much i sleep.
4,I was in a car accident last week. I only had a few bruises from it and thought I was fine. However the last 2 days I have had left half head pain. It has been constant.
5,acid reflux
9,I am worried I am too skinny but I eat so much to gain weight and nothing happens.
3,high temperature
5,I keep getting this burning sensation in my chest whenever I go to lay down at night.
3,I have hyperthermia I drink water three times of the day I got a fever I feel dehydrated.
3,"When I woke up this morning I wasn't feeling too well, so I decided to check my temperature and it seems I have a fever."
8,Rapid Heart Rate
5,I’ve had discomfort in my throat for the last 3 days after I swallow
1,My brother hit me in the nose and now it keeps bleeding
0,"I've been having shortness of breath, even after just walking a few steps."
9,"Even though I have been eating alot lately, I keep losing weight."
0,"I am having trouble taking breaths. Letting the air out is not a problem, but inhaling is."
1,I have been having a bleeding nose and I am not certain why.
2,body ache
4,My feet don't hurt but the pain is painful at my head.
0,"I just can't seem to breathe normally, like no matter what I do I feel breathless. Even if I'm just laying down I just can't seem to catch my breathe, it's like I'm constantly running full speed, even if I'm not moving."
0,cannot breath
2,I have noticed over the past month that I have no and little energy to complete tasks.
0,i find myself grasping for air
5,I feel as though I have bad heartburn.
7,I feel like I can never get enough to drink.
6,A large mass as developed on my right hip.
7,I drink water all the time but I can't seem to get rid of this excessive thirst.
4,After working all day I have a lot of pain in head once I get home.
8,rapid pulse
1,Blood starts running out of my nose after I sneeze and some times when I'm in a hot shower.
4,head pain
3,For the last three days I've experienced increased body temperature. I was in the rain one day and I think I got cold.
2,tired
2,"I just don't feel like doing anything.  It's not like I'm sick, just lazy."
3,My temperature has been very high for about a week.
7,I've been super thirsty! I can't help but drink excessive amounts of water.
6,lump at feet
8,"My heart beat feels rapid even when I'm not doing anything particularly active,"
2,"Throughout the day I started feeling very weak and tired, all of my energy is depleted and that usually doesn't happen until I do something that requires a lot of my energy."
2,I've just been feeling tired and lazy.
2,I have been feeling very weak and tired for the last week.
4,headache
3,I am really hot and sweaty and uncomfortable and it just feels like my temperature is higher than it should be so I think I have a fever.
7,I am thirsty all the time and drink excessive amounts of water.
2,feeling of tiredness
3,"I feel hot and cold, I think I have a fever. My whole body has hot flashes and then chills."
9,Not Gaining Weight Properly Or Losing Weight Unintentionally
0,"I'm having trouble getting a full breathe, my chest feels tight."
0,shortness of breath
4,I was walking down my stairs when my foot got caught and I tripped. I fell head first to the hardwood floor and have had forehead tension since.
7,"I am not doing anything differently than normal, I exercise a regular amount, but I am always thirsty!"
2,I have been very tired and exhausted lately and don't know why.
2,"The past month or so, it's become apparent that I am running out of energy and feeling really tired which isn't common for me."
4,I feel aches in the whole body which sometimes prolong for hours.
8,After my coffee I experience fast heart rhythms.
2,"I feel tired all of the time, it takes me a while to get out of bed in the mornings."
9,My clothes have been getting looser and looser. I have been eating and working out like normal.
2,I feel really achey and tired all the time - my body is so sore
3,"My body temperature is higher than it should be, even though everything else feels fine."
4,"Ive been getting these headaches, but theyre not normal headaches.  Its only on the left side, and not like a migraine its on the top.  It feels like someones stepping on the top of my brain.  It makes me dizzy and i have trouble thinking and concentrating."
0,Difficulty Breathing
0,cannot inhale
0,breathless
9,"No matter what I eat and in what quantity, my weight is always insufficient."
2,I am doing work heavily nowadays and i am getting tired fast and drowsy sometimes
0,I was having an arguement with someone the other day and all of a sudden I got this suffocation feeling.
8,My heart is racing really fast and I feel a bit lightheaded due to the increased palpitation.
7,"Ever since I changed my diet, I have experienced excess consumption of fluids."
8,I am having extremely fast pulse even after a small walk.
2,I just don't have any get up and go anymore and don't know why I have lethargy.
9,"I have been following a balanced diet, with carbs, fats, proteins in equal quantities, but still I am not gaining weight, and also losing weight unintentionally."
3,I have chills so bad I am shivering.
6,I have a large mass growing on my left leg.
7,I cant get enough water. No matter how much I drink I always feel like I need more.
4,I have frequent head pain especially in winter.
7,I am just always thirsty. I drink and drink but am still thirsty.
3,feverish
2,I just have no energy to do anything at all. I am completely and utterly exhausted.
4,My head hurts.  It starts in my eyes and feels like it goes back to my brainstem.  Its excruciating.  Ive been taking aspirin but it doesnt help much.  It comes and goes but when it happens im pretty much done for the day.
5,gastroesophageal reflux
3,I have goosebumps all over.
4,My head hurts a lot especially in the morning.
9,There is unexpected weight loss though I have not tried to lose weight.
2,"I get plenty of sleep at night, but there are days when I get tired a bit too quickly."
3,High Temperature
0,When I lay down on my right side it is hard for me to breathe at night.
4,"Every time I put my head up, I feel a pain on the right side of my head and loud noises make it worse."
0,It feels like I need more air all the time.
9,Doc I’ve lost 5 kilos this month. I think something has gone wrong with my system.
5,burning sensation in the middle chest or upper abdomen
0,I have uncomfortable breathing and find it hard to get a deep breath. My breath feels shallow.
7,I have been so thirsty lately and cannot stop drinking juice.
2,I have been feeling very lazy lately and haven't felt like doing anything.
0,My dyspnea symptoms are getting worse recently.
0,I can't tolerate minimal exercises due to dyspnea.
0,I start to have dyspnea even when I walk for 5 minutes.
0,Breathing is labored for me
0,I have to pause frequently when speaking to catch my breath
0,Taking a breath is a struggle for me
1,My nose keeps having blood coming out of it
1,Blood from my nose keeps flowing down
1,I have to put pressure on my nostrils often to stop my nose from bleeding
1,I have been suffering from recurrent epistaxis for two months
1,My epistaxis symptoms do not get any better.
1,Strenous exercises cause me severe epistaxis.
2,I have been feeling more fatigued for the past couple of months.
2,I am having trouble focusing at college due to fatigue.
2,"My long-standing fatigue is becoming so annoying, shall I take vitamines?"
2,I have a hard time focusing because I'm exhausted
2,I need to take naps throughout the day as I feel lazy all the time
2,I don't feel like doing anything I just wanna lay on my bed
3,My body feels warm to touch
3,My temperature is high
3,I feel heat in my body
3,I have been experiencing a fever for the past four days.
3,I have a high-grade fever.
3,"My kid has a fever, he is very restless."
4,I have pain in my head that doesn't stop
4,I have an ache on the left side of my head
4,I feel like there's the sensation of pins in my head
4,I have been having headaches for two weeks.
4,My headache is not getting any better despite taking pain relief medications.
4,I feel a throbbing headache in the front of my head.
5,I feel heartburn after eating my meal.
5,My heartburn symptom is getting worse with spicy food.
5,I feel heartburn as my chest is burning
5,I have a discomfort sensation behind my breastbone
5,It feels uncomfortable in my chest that moves up my neck and throat
5,I have an irritation in my esophagus from acid
6,I have a lump in my leg
6,There's a noticeable bump located on my foot
6,My ankle feels like there's a mass in it
6,I have noticed a mass at my lower extremities
6,I feel a mass at my lower extremities
6,I think I have a firm mass at my lower extremities
7,I have polydipsia for the past few days
7,Is polydipsia serious?
7,My polydipsia is not getting any better
7,I feel that I have a towel in my throat
7,My throat feels very dry
7,I'm really thirsty like I never drink water before
8,My heart rate is over 100 beats a minute
8,I can feel a fast heart rate
8,I have a heart rate that's faster than normal
8,I am concerned about the tachycardia I am feeling
8,I have a noticeable tachycardia
8,I feel tachycardia every time I start working out
9,I am suffering from weight loss
9,I am losing weight despite the fact I am trying to gain some weight
9,I am experiencing weight loss but I am not trying to
9,I noticed that my body weight started to decrease
9,I lost some kilos this month
9,My body looks thinner and weaker
