label,text
mass at lower extremities,Sometimes I'm just resting on the couch and I get mass at feet.
headache,My headache is really bad today.
fever,I am struggling with a severe fever that interferes my daily activities.
polydipsia,I'm drinking water all the time because I am constantly very thirsty.
heartburn,"I have been getting acid reflux quite often lately, which seems to be worse when lying down after eating."
polydipsia,I have polydipsia which is a symptom of some underlying condition
weight loss,I have become trimmer.
tachycardia,rapid heart rate
fever,I go from feeling hot and sweaty to cold with chills with no energy.
heartburn,I don't know if I have heartburn because I love hot sauce but it's getting a little worse. I don't eat hot sauce with everything. In fact it occurs even when I don't have any. Last night I woke up and it felt like stomach acid was in my throat. In fact I had to keep myself from throwing it up.
mass at lower extremities,the other night when i was taking a shower i noticed a lump on my right leg and i thought you should see it; it is still there and it's not getting any smaller.
fatigue,I am doing work heavily nowadays and i am getting tired fast and drowsy sometimes
fever,I have a fever and it's causing me to feel weak and tired.
dyspnea,I feel like I am being smothered and I am having difficulty breathing.
fatigue,laziness
mass at lower extremities,I'm trying to work through this mass at lower extremities.
fatigue,"I didn't travel anywhere, just I am in house. But even though I feel so lassitude. I could not do anything actively."
heartburn,I have a burning in my chest and throat and I am regurgitating it.
polydipsia,"It's very unusual for me, but I'm just excessively thirsty all the time."
headache,"Throughout the day, while I'm at work and using my computer, my head hurts."
mass at lower extremities,"Hey doctor, I woke up yesterday morning and found that they are lumps on my left thigh. At first I thought it was a bad bug bite but now I'm not too sure and I'm a bit worried about what they are. The reason I came today is that this morning, on my right thigh, I got another lump. They are all a bit sore."
polydipsia,I am drinking an unusual amount of water.
fever,The fever is making it hard for me to maintain a healthy social life.
weight loss,I'm experiencing weight loss that is not normal for me.
tachycardia,I have a noticeable tachycardia
fever,I'm running a temperature.
epistaxis,I get unexpected nosebleeds very often now.
weight loss,I have lost fifteen pounds and I am not working out and my diet as not changed
dyspnea,I am having a hard time breathing.
fatigue,I have always had a lot of energy. I like to stay active but lately I have been feeling weak. I haven't been able to keep up with my kids activities and I have had to lay down several times during the day.
tachycardia,My heart is racing really fast and I feel a bit lightheaded due to the increased palpitation.
weight loss,"No matter how much I eat to gain weight, I am experiencing weight loss."
polydipsia,I am feeling so thirsty even after drinking so much water.
fever,I am having a fever since last night. It is not getting any better at all.
dyspnea,I can't get a deep breath.
heartburn,Discomfort in throat because of climate.
fever,I have a high-grade fever.
fever,I feel hot all the time.
fever,I have chills so bad I am shivering.
mass at lower extremities,I have this lump in my lower left calf muscle.
weight loss,"I eat quite the same amount as I usually do, but I notice I'm losing a lot of weight now."
headache,I'm trying to work through this headache.
epistaxis,I have to constantly deal with a bloody nose.
weight loss,I have been losing a lot of weight lately and I have not been trying to lose.
fever,"When I woke up this morning I wasn't feeling too well, so I decided to check my temperature and it seems I have a fever."
weight loss,"No matter how much I eat, I just keep looking smaller and smaller."
heartburn,There is a lot of acid in my throat.
mass at lower extremities,thighs
fever,I have an increased body temperature.
weight loss,My clothes are not as tight as they used to be.
headache,its painful at head
tachycardia,My heart is beating very fast.
polydipsia,My throat feels very dry
headache,There is a lot of pressure in my head that is causing me discomfort.
fatigue,I have been feeling fatigue for a long time and it's starting to affect my overall health.
weight loss,Now a days i was in underweight.
fatigue,I have been noticing the past few months that I've been experiencing a ton of fatigue throughout the day.
dyspnea,I have been having trouble breathing all day long.
weight loss,inability to gain weight
mass at lower extremities,"localised swelling, mass and lump, lower limb"
fatigue,"I am experiencing more tiredness like never before, my schedule has not changed much, and what has been more excursive but I'm still not sleeping at night"
headache,aches
fatigue,tired all day
fatigue,Over the past month I have experienced myself feeling increasingly tired throughout the day.
headache,My headache is making it hard to focus.
fatigue,I always feel tired. I don't have any energy.
heartburn,acid indigestion
fatigue,body feels weak
epistaxis,My nose just won't stop bleeding and I think I have a condition called epistaxis.
heartburn,"Since last week, I've been having episodes of acid regurgitation. It get's worse when I lay down."
dyspnea,"I feel difficulty while Breathing. I was cleaning the dark, dirty room. I sneezed often."
weight loss,I need to see a doctor about my sudden weight loss.
tachycardia,I am experiencing palpitations in my chest.
weight loss,I have noticed a reduction in my body size.
polydipsia,I'm really thirsty like I never drink water before
mass at lower extremities,lump at hip
fatigue,"I feel tired all of the time, it takes me a while to get out of bed in the mornings."
dyspnea,feeling smothered
fever,I have been experiencing high fever and it has been causing goosebumps on my skin.
fatigue,I am experiencing general malaise.
fever,My temperature is elevated.
weight loss,"No matter how hard I try, I am unable to gain weight."
tachycardia,"I was trying to sleep when suddenly my heart started to beat extremely fast, I've felt it before when I had panic attacks, but not like it happened today."
heartburn,My heart feels like it's made of fire; I think I have heartburn.
dyspnea,"I'm having trouble getting a full breathe, my chest feels tight."
epistaxis,"I have been dealing with epistaxis for some time, which affects my nose and causes frequent nosebleeds."
fever,"having cough, fever and soar throuat"
mass at lower extremities,lump at feet
polydipsia,I am consuming an excessive amount of fluids.
weight loss,I have a history of weight loss and need to take steps to prevent further decline.
tachycardia,I feel like I have always just come from running a mile - my heart won't slow down!
polydipsia,I constantly need to drink water because I am so dehydrated feeling all the time.
headache,head ache
fatigue,"I have been experiencing extreme periods of tiredness this last week. I feel tired when I wake, even if I have just slept for 8 hours. I am also feeling pain throughout my entire body, which is causing the lack of good deep sleep."
weight loss,My clothes have been getting looser and looser. I have been eating and working out like normal.
weight loss,"I have been extremely hungry lately, and have been eating quite a bit more than usual.  However every time I get on the scale the numbers are not increasing but decreasing it seems as if I'm underweight."
fatigue,The past few weeks I have just been feeling weak. I can't seem to find the energy to anything and if I do start something I can not finish because I just feel to weak and need to rest.
weight loss,Doctor i seem to eat all the time but i can't gain any weight not matter what i eat
fatigue,I feel exhausted all the time.
epistaxis,"I have been dealing with epistaxis, a condition that affects my nose and causes nosebleeds."
mass at lower extremities,I have these big lumps in my legs.
weight loss,I haven't changed my diet or exercise in any way but I have been losing weight without trying and it's concerning my spouse.
weight loss,Doc I’ve lost 5 kilos this month. I think something has gone wrong with my system.
epistaxis,I have to carry tissues with me at all times because of my nosebleeds.
headache,pain in head
weight loss,I have a recurrent issue with rapid weight loss.
tachycardia,rapid pulse
polydipsia,"Even though I drink water constantly, I'm thirsty all the time, it seems really excessive."
epistaxis,I have blood coming out of my nose on a regular basis.
mass at lower extremities,I discovered a mass under the skin at my hip. It's not painful.
epistaxis,"I struggle with epistaxis, a condition that affects my nose and causes nosebleeds."
tachycardia,I have been experiencing fast heart rhythms when I am just sitting still or laying in bed.
epistaxis,"I was standing outside and felt this water coming down my mouth and felt some coming from my nose. When I looked at it, there was blood."
headache,I can't seem to shake this headache.
weight loss,I am worried I am too skinny but I eat so much to gain weight and nothing happens.
heartburn,My heartburn is making it difficult to sleep.
dyspnea,Breathing is a struggle for me.
dyspnea,I have a small cabin at work and at times when I am sitting there I keep feeling suffocated that makes me want to leave the place and go outside for a bit
tachycardia,I can feel a fast heart rate
headache,My headache is not getting any better despite taking pain relief medications.
heartburn,There is a burning feeling in my throat that won't go away.
dyspnea,"Every now and then, I have difficulty breathing."
mass at lower extremities,So I was out doing some yard work a couple a days ago and I think I may have pulled or muscle or something. Because the next day I discovered I had a lump on  my lower extremity. I'm nor sure if that is what cause me to have this lump but its the only thing I can think of.
mass at lower extremities,I have found bumps on the bottoms of my feet that are making it painful to walk.
heartburn,chest burn
tachycardia,I was trying to go to sleep the other night. I wasn't anxious or anything and I had fast heart rhythms. That's why I came in to see you.
polydipsia,I'm always thirsty and no amount of drinks give me relief.
weight loss,I need to address my weight loss issue to maintain good health.
tachycardia,Tachycardia has been a persistent issue in my life.
fatigue,I have been feeling so tired lately and just haven't had any strength.
fever,"I've had this fever for about two days, and nothing I've done has helped. Tylenol isn't helping."
heartburn,The burning sensation in my chest from this heartburn is unbearable.
dyspnea,It is very hard to breath at times.
fever,increased body temperature
fever,I have a persistent fever that won't go away.
tachycardia,fast heart rhythms
tachycardia,I have experienced a lot of stress lately due to loosing my job and every day I feel rapid heart rhythms.
heartburn,There are times when I experience acid reflux after having a delicious meal.
fatigue,I don’t have the energy to get anything done. I feel tired and unmotivated all the time.
polydipsia,"No matter how much I drink, I am still thirsty."
dyspnea,difficulty breathing
fatigue,get tired fast
