phase,id,name,simple_name,description,Category,synonyms,question,gender,is_searchable,is_askable,neo4j_id,types
,586,Polyarteritis Nodosa,,"Polyarteritis nodosa is a disorder characterized by widespread inflammation, weakening, and damage to arteries",Disease / Medical Condition,"PAN, Periarteritis nodosa, Kussmaul disease, Systemic necrotizing vasculitis, Necrotizing arteritis, Systemic polyarteritis nodosa","Have you been diagnosed with {Polyarteritis nodosa}[Polyarteritis nodosa is a disorder characterized by widespread inflammation, weakening, and damage to arteries]?",both,False,True,321,"disease, etiology"
,581,Family history of celiac disease,,Celiac disease is an immune reaction to eating gluten,Family History,"Ancestral background of celiac disease, Genetic heritage of celiac disease, Inherited predisposition to celiac disease, celiac disease runs in the family, celiac disease is prevalent in family, There is a familial link to celiac disease, celiac disease is present among relatives, celiac disease has a familial association, celiac disease is common in the family lineage, There is a family tendency for celiac disease, celiac disease is a familial trait, celiac disease has been seen in multiple family members, mother had celiac disease, father had celiac disease, grandpa had celiac disease, grandma had celiac disease, family history of Celiac sprue,  family history of nontropical sprue,  family history of endemic sprue,  family history of  gluten enteropathy, family history of Gluten intolerance",Do you have a family history of {celiac disease}[Celiac disease is an immune reaction to eating gluten]?,both,False,True,8,etiology
,580,Patient remember the bite of tick,,Tick is a very tiny insect that feeds on human and animal blood,Risk factor,"being bitten with a titiny insect, Tick infestation, Tick exposure, Tick attack",Do you remember being bitten by a {tick}[Tick is a very tiny insect that feeds on human and animal blood] recently?,both,False,True,244,etiology
,578,Polycystic Ovary Syndrome,,Polycystic ovary syndrome is a condition that affects a woman's hormone levels,Disease / Medical Condition,"PCOS, Hyperandrogenic anovulation, Stein-Leventhal syndrome",Have you been diagnosed with {Polycystic ovary syndrome}[Polycystic ovary syndrome is a condition that affects a woman's hormone levels]?,female,False,True,586,"disease, etiology"
,573,Use of acetaminophen,Paracetamol,"Acetaminophen is used to treat mild to moderate pain, it is also called Paracetamol",Medication,"taking acetaminophen, acetaminophen Consumption, acetaminophen Administration, acetaminophen intake, Use of Panadol, Use of Tylenol, Use of NyQuil, Use of DayQuil Excedrin, Use of Alka-Seltzer Plus, Use of Mucinex, Use of Robitussin, Use of Goody's, use of Paracetamol",Do you take {acetaminophen}[Acetaminophen is used to treat mild to moderate pain]?,both,False,True,9,etiology
,572,Family history of recurrent Otitis Media,,Otitis media is an inflammation of the middle ear,Family History,"Ancestral background of recurrent Otitis Media, Genetic heritage of recurrent Otitis Media, Inherited predisposition to recurrent Otitis Media, recurrent Otitis Media runs in the family, recurrent Otitis Media is prevalent in family, There is a familial link to recurrent Otitis Media, recurrent Otitis Media is present among relatives, recurrent Otitis Media has a familial association, recurrent Otitis Media is common in the family lineage, There is a family tendency for recurrent Otitis Media, recurrent Otitis Media is a familial trait, recurrent Otitis Media has been seen in multiple family members, mother had recurrent Otitis Media, father had recurrent Otitis Media, grandpa had recurrent Otitis Media, grandma had recurrent Otitis Media, family history of CSOM, family history of AOM, family history of OME, family history of Middle ear infection, family history of Glue ear, family history of Middle ear effusion",Do you have a family history of frequent {Otitis media}[Otitis media is an inflammation of the middle ear]?,both,False,True,11,etiology
,571,Use of alpha blockers,,Alpha blocker is a type of blood pressure medication,Medication,"taking alpha blockers, alpha blockers Consumption, alpha blockers Administration, alpha blockers intake, Use of blood pressure pills, Use of Doxazosin, Use of Cardura, Use of Prazosin, Use of Minipress, Use of Terazosin, Use of Hytrin, Use of Tamsulosin, Use of Flomax, Use of Alfuzosin, Use of Uroxatral, Use of Silodosin, Use of Rapaflo",Have you recently been on an {alpha blocker}[Alpha blocker is a type of blood pressure medication] treatment?,both,False,True,592,etiology
,568,History of spontaneous abortion or miscarriage,,Lost a pregnancy at least one time,Disease / Medical Condition,"previously diagnosed with spontaneous abortion or miscarriage, a past record of spontaneous abortion or miscarriage, spontaneous abortion or miscarriage is part of the medical background, a previous occurrence of spontaneous abortion or miscarriage, dealing with spontaneous abortion or miscarriage before, having spontaneous abortion or miscarriage in the past, a past diagnosis of spontaneous abortion or miscarriage, experienced spontaneous abortion or miscarriage at some point in life, spontaneous abortion or miscarriage in the medical records, history of early pregnancy loss, history of Spontaneous termination of pregnancy, history of fetal loss, history of Fetal demise",Have you ever lost a pregnancy?,female,False,True,595,etiology
,567,Use of Intrauterine Device,,"Intrauterine device is a small, often T-shaped birth control device inserted into the uterus to prevent pregnancy",Risk factor,"Intrauterine Device Administration, Use of IUD, Use of coil, Use of IUCD, Use of a device inside uterus","Do you use an {intrauterine device}[Intrauterine device is a small, often T-shaped birth control device inserted into the uterus to prevent pregnancy] to prevent pregnancy?",female,False,True,12,etiology
,566,Prostate hypertrophy or cancer,,Prostate is the gland below a man's bladder that produces fluid for semen,Disease / Medical Condition,"Benign prostatic hyperplasia, Prostatic enlargement, BPH, Noncancerous prostate growth, Prostatic adenoma, Prostatic carcinoma, Prostate malignancy, Prostate tumor, Prostate neoplasm",Have you been diagnosed with {prostate}[Prostate is the gland below a man's bladder that produces fluid for semen] enlargement or prostate cancer?,male,False,True,596,etiology
,563,Pain at the base of thumb,,Pain at the base of your thumb or at the thumb-side of your wrist (the joint between your forearm and hand),Symptom,"pain at thumb-side of the wrist,  pain in thumb joint, thumb joint hurts",Do you have pain at the base of your thumb or at the {thumb-side of your wrist}[The thumb-side being the joint between your forearm and hand]?,both,False,False,245,symptom
,559,Travel from or to an endemic area of cholera,,Cholera is a bacterial disease usually spread through contaminated water and causes severe diarrhea and dehydration,Risk factor,"travelling to a place where Vibrio infection is common, travelling to a place where Severe diarrhea disease is common, travelling to a place where Acute watery diarrhea is common, travelling to a place where Epidemic diarrheal illness is common, travelling to a place where Bacterial diarrheal disease is common, travelling to a place where there is a Dehydration outbreak",Have you recently been in an area where {Cholera}[Cholera is a bacterial disease usually spread through contaminated water and causes severe diarrhea and dehydration] is very common?,both,False,True,599,etiology
,557,History of injury in breast,,Having breasts ever been injured or hit,Risk factor,"dealt with injury in breast, a record of injury in breast, injury in breast is part of the medical background, an occurrence of injury in breast, having injury in breast in the past, experienced injury in breast, injury in breast in the medical records, history of Breast contusion, history of breast trauma, history of boob injury, history of boob trauma, history of hitting breast",Have your breasts ever been injured or hit?,female,False,True,601,etiology
,554,Family history of Polycystic Kidney Disease,,"Polycystic kidney disease is a disease in which clusters of cysts develop primarily within your kidneys, causing them to enlarge and lose function over time",Family History,"Ancestral background of Polycystic Kidney Disease, Genetic heritage of Polycystic Kidney Disease, Inherited predisposition to Polycystic Kidney Disease, Polycystic Kidney Disease runs in the family, Polycystic Kidney Disease is prevalent in family, There is a familial link to Polycystic Kidney Disease, Polycystic Kidney Disease is present among relatives, Polycystic Kidney Disease has a familial association, Polycystic Kidney Disease is common in the family lineage, There is a family tendency for Polycystic Kidney Disease, Polycystic Kidney Disease is a familial trait, Polycystic Kidney Disease has been seen in multiple family members, mother had Polycystic Kidney Disease, father had Polycystic Kidney Disease, grandpa had Polycystic Kidney Disease, grandma had Polycystic Kidney Disease, family history of PKD, family history of PCKD, family history of polycystic kidney syndrome","Do you have a family history of {Polycystic kidney disease}[Polycystic kidney disease is a disease in which clusters of cysts develop primarily within your kidneys, causing them to enlarge and lose function over time]?",both,False,True,604,etiology
,553,Recent chest injury or trauma,,Recently being hit or injured in the chest,Risk factor,"recently dealt with chest injury and trauma, a recent record of chest injury and trauma, chest injury and trauma is part of the medical background, a recent occurrence of chest injury and trauma, dealing with chest injury and trauma recently, having chest injury and trauma recently, experienced chest injury and trauma recently, chest injury and trauma in the medical records, hitting chest recently",Has your chest been recently hit or injured?,both,False,True,605,etiology
,551,Raw dairy product consumption,,"Raw as in unprocessed, straight from the source of origin",Risk factor,"Unpasteurized dairy eating, Raw milk drinking, Unprocessed dairy product consumption, Fresh dairy product consumption, Natural dairy product consumption, Non-pasteurized dairy consumption, Direct-to-consumer dairy consumption","Have you recently consumed any {raw}[Raw as in unprocessed, straight from the source of origin] dairy products?",both,False,True,359,etiology
,550,Having objects inside ear canal,,"Recently using cotton swabs, bobby pins, or earbuds or inserting any objects in the ear canal",Risk factor,"putting Foreign body in the ear, Object inserted into the ear, using swabs in the ear, putting bobby pins inside the ear, putting earbuds in the ear","Have you recently used cotton swabs, bobby pins, or earbuds or inserted any objects in your ear canal?",both,False,True,607,etiology
,548,Burns,,"Skin burns such as the damage to your skin caused by heat, chemicals, electricity, sunlight, or radiation",Disease / Medical Condition,"damage to skin from heat, Thermal injuries, Scalds, Fire injuries, thermal trauma","Have you recently had severe {skin burns}[Skin burns such as the damage to your skin caused by heat, chemicals, electricity, sunlight, or radiation]?",both,False,True,608,etiology
,544,Thalassemia,,Thalassemia is a blood disorder in which the body makes an abnormal form or inadequate amount of hemoglobin,Disease / Medical Condition,"Cooley's anemia, Mediterranean anemia, Hemoglobinopathy, Hemoglobin disorder, abnormal form of hemoglobin disease, inadequate hemoglobin disease  ",Have you been diagnosed with {Thalassemia}[Thalassemia is a blood disorder in which the body makes an abnormal form or inadequate amount of hemoglobin]?,both,False,True,609,"disease, etiology"
,543,Swelling in toes,Enlarged toes,Enlarged toes,Symptom,"toes swelling, enlarged toes, bulge in toes, protruded toes, larger toes, puffy toes, change in toes size, toes becoming denser",Are any of your toes {swollen}[Swelling is to become larger or rounder in size]?,both,False,False,254,symptom
,541,Recent neck injury or trauma,,Recently hit or injured your neck,Risk factor,"recently dealt with neck injury and trauma, a recent record of neck injury and trauma, neck injury and trauma is part of the medical background, a recent occurrence of neck injury and trauma, dealing with neck injury and trauma recently, having neck injury and trauma recently, experienced neck injury and trauma recently, neck injury and trauma in the medical records, hitting neck recently",Did you recently hit or injure your neck?,both,False,True,610,etiology
,539,History of Sexually Transmitted Infections,,Sexually transmitted diseases are infections transmitted from an infected person through sexual contact,Disease / Medical Condition,"previously diagnosed with Sexually Transmitted Infections, a past record of Sexually Transmitted Infections, Sexually Transmitted Infections is part of the medical background, a previous occurrence of Sexually Transmitted Infections, dealing with Sexually Transmitted Infections before, having Sexually Transmitted Infections in the past, a past diagnosis of Sexually Transmitted Infections, experienced Sexually Transmitted Infections at some point in life, Sexually Transmitted Infections in the medical records, history of STI, history of Sexually transmitted diseases, history of STDs, history of Venereal diseases, history of VD",Have you ever been diagnosed with a {Sexually transmitted infection}[Sexually transmitted diseases are infections transmitted from an infected person through sexual contact]?,both,False,True,-1,etiology
,537,Contact with sick person of tinea pedis,,Tinea pedis is a fungal infection of the feet,Risk factor,"contact with a person who has Athlete's foot, contact with a person who has Foot ringworm, contact with a person who has Foot fungus, contact with a person who has Interdigital mycosis, contact with a person who has Dermatophytosis of the feet",Have you recently been in contact with or do you use the belongings of a person who has {Tinea pedis}[Tinea pedis is a fungal infection of the feet]?,both,False,True,612,etiology
,536,Hip stiffness,Difficulty moving hip,Difficulty moving hip,Symptom,"restricted movement of hip, difficulty moving hip, inability to move hip, inflexibility in hip, rigidity in hip, hip tension, hard moving hip",Do you feel restricted movement in your hip joint?,both,False,False,238,symptom
,534,Herniated disc,,Herniated or slipped disc is when a soft cushion of tissue between the bones in your spine pushes out,Disease / Medical Condition,"Slipped disc, Ruptured disc, Bulging disc, Disc prolapse, Disc protrusion, Disc extrusion, Disc sequestration, Disc displacement",Have you been diagnosed with {herniated disc}[Herniated or slipped disc is when a soft cushion of tissue between the bones in your spine pushes out]?,both,False,True,613,"disease, etiology"
,532,Use of cephalosporin,,Cephalosporin is an antibiotic that fights bacteria in your body,Medication,"taking cephalosporin, cephalosporin Consumption, cephalosporin Administration, cephalosporin intake, Use of beta-lactam antimicrobials, Use of cefazolin, Use of cephalexin, Use of cefuroxime, Use of cefoxitin, Use of ceftriaxone, Use of ceftazidime, Use of cefepime, Use of ceftaroline",Have you recently been on a {cephalosporin}[Cephalosporin is an antibiotic that fights bacteria in your body] treatment?,both,False,True,21,etiology
,531,Stomach ulcer or gastritis,,"Having Stomach ulcers (painful sores in the stomach lining) or Gastritis (an inflammation, irritation, or erosion of the lining of the stomach)",Disease / Medical Condition,"Gastric inflammation, Stomach lining inflammation, Irritation of the stomach lining, erosion of the lining of the stomach","Have you been diagnosed with {stomach ulcer}[Stomach ulcers are painful sores in the stomach lining] or {gastritis}[Gastritis is an inflammation, irritation, or erosion of the lining of the stomach]?",both,False,True,22,etiology
,530,Autoimmune hepatitis,,Autoimmune hepatitis is a disease in which the body's immune system attacks its own liver cells,Disease / Medical Condition,"Chronic autoimmune liver disease, Autoimmune liver inflammation, Autoimmune liver disorder, Autoimmune liver injury, Autoimmune liver dysfunction",Have you ever been diagnosed with {autoimmune hepatitis}[Autoimmune hepatitis is a disease in which the body's immune system attacks its own liver cells]?,both,False,True,617,etiology
,529,Use of estrogen hormone medication,,Estrogen is the female hormone,Medication,"taking estrogen hormone medication, estrogen hormone medication Consumption, estrogen hormone medication Administration, estrogen hormone medication intake, Use of Estradiol, Use of Premarin, Use of Vivelle, Use of Vagifem, Use of Yuvafem",Have you been taking any kind of {estrogen}[Estrogen is the female hormone] hormone medication?,female,False,True,618,etiology
,528,Fava beans consumption,,"Eating Fava beans, also called broad beans",Risk factor,"eating broad beans, eating Fava beans, eating Horse beans, eating Field beans, eating Windsor beans, eating English beans
consuming Bell beans, eating Tic beans","Have you recently eaten a dish containing {fava beans}[Fava beans, also called broad beans]?",both,False,True,619,etiology
,527,Contact with a known typhoid case,,"Typhoid fever is a bacterial infection that can spread throughout the body, affecting many organs",Risk factor,"contact with a person infected with Enteric fever, contact with a person infected with Salmonella typhi infection, contact with a person infected with Salmonella enterica infection","Have you recently been intimately in contact with a person who is diagnosed with {Typhoid fever}[Typhoid fever is a bacterial infection that can spread throughout the body, affecting many organs]?",both,False,True,309,etiology
,524,Family history of secondary dysmenorrhea,Family history of pain during menstruation,Secondary dysmenorrhoea is period pain that is caused by another health condition,Family History,"Ancestral background of secondary dysmenorrhea, Genetic heritage of secondary dysmenorrhea, Inherited predisposition to secondary dysmenorrhea, secondary dysmenorrhea runs in the family, secondary dysmenorrhea is prevalent in family, There is a familial link to secondary dysmenorrhea, secondary dysmenorrhea is present among relatives, secondary dysmenorrhea has a familial association, secondary dysmenorrhea is common in the family lineage, There is a family tendency for secondary dysmenorrhea, secondary dysmenorrhea is a familial trait, secondary dysmenorrhea has been seen in multiple family members, mother had secondary dysmenorrhea, grandma had secondary dysmenorrhea, family history of period pain, family history of painful periods, family history of menstrual cramps, family history of menstrual cramps, Family history of pain during menstruation",Do you have a family history of {secondary dysmenorrhea}[Secondary dysmenorrhoea is period pain that is caused by another health condition]?,female,False,True,356,etiology
,523,Pericarditis,,Pericarditis is an inflammation of the sac surrounding the heart,Disease / Medical Condition,"Cardiac sac inflammation, Pericardial inflammation, Pericardial disorder, Heart sac inflammation, Pericardial swelling, inflammation of the sac surrounding the heart",Have you recently been diagnosed with {Pericarditis}[Pericarditis is an inflammation of the sac surrounding the heart]?,both,False,True,25,etiology
,522,Flat feet,,"Flat foot is a condition where the arches of the foot collapse, with the entire sole of the foot coming into complete or near-complete contact with the ground",Disease / Medical Condition,"Fallen arches, Pes planus, Pes valgus, Posterior tibial tendon dysfunction (PTTD), Collapsed arches, Pronated feet, Pes planovalgus","Do you have {flat feet}[Flat foot is a condition where the arches of the foot collapse, with the entire sole of the foot coming into complete or near-complete contact with the ground]?",both,False,True,-1,etiology
,521,Use of aspirin,,Aspirin is a common drug for relieving minor aches and fever People also use it as a blood thinner,Medication,"taking aspirin, aspirin Consumption, aspirin Administration, aspirin intake, Use of Acetylsalicylic acid, Use of Ecotrin, Use of Disprin",Have you been taking {aspirin}[Aspirin is a common drug for relieving minor aches and fever. People also use it as a blood thinner]?,both,False,True,286,etiology
,519,Recent injury or trauma in upper extremity,,Recently hit or injured your arms,Risk factor,"recently dealt with injury and trauma in upper extremity, a recent record of injury and trauma in upper extremity, injury and trauma in upper extremity is part of the medical background, a recent occurrence of injury and trauma in upper extremity, dealing with injury and trauma in upper extremity recently, having injury and trauma in upper extremity recently, experienced injury and trauma in upper extremity recently, injury and trauma in upper extremity in the medical records, hitting upper extremity recently, Recent injury and trauma in arms, Recent injury and trauma in shoulders, Recent injury and trauma in hands, Recent injury and trauma in fingers, Recent injury and trauma in elbow, Recent injury and trauma in upper limbs",Did you recently hit or injure your arms?,both,False,True,621,etiology
,518,Recent back injury or trauma,,Recently hit or injured your back,Risk factor,"recently dealt with back injury and trauma, a recent record of back injury and trauma, back injury and trauma is part of the medical background, a recent occurrence of back injury and trauma, dealing with back injury and trauma recently, having back injury and trauma recently, experienced back injury and trauma recently, back injury and trauma in the medical records, hitting back recently",Did you recently hit or injure your back?,both,False,True,622,etiology
,517,Use of trimethoprim,,Trimethoprim is an antibiotic used mainly in the treatment of bladder infections,Medication,"taking trimethoprim, trimethoprim Consumption, trimethoprim Administration, trimethoprim intake, Use of cystitis pills, Use of Primsol, Use of Proloprim, Use of Trimpex",Have you recently taken {trimethoprim}[Trimethoprim is an antibiotic used mainly in the treatment of bladder infections] treatment?,both,False,True,623,etiology
,507,Chronic cough,,Been coughing frequently for over 2 months,Symptom,"coughing frequently for over 2 months, Persistent cough, Prolonged cough, Long-lasting cough, Recurrent cough Stubborn cough, Incessant cough, Lingering cough, Non-stop cough, Unrelenting cough",Have you been coughing frequently for over 2 months?,both,False,True,629,etiology
,505,Recent pelvic injury or trauma,,Recently hit or injured your pelvis,Risk factor,"recently dealt with pelvic injury and trauma, a recent record of pelvic injury and trauma, pelvic injury and trauma is part of the medical background, a recent occurrence of pelvic injury and trauma, dealing with pelvic injury and trauma recently, having pelvic injury and trauma recently, experienced pelvic injury and trauma recently, pelvic injury and trauma in the medical records, hitting pelvic recently, lower abdomen injury and trauma",Did you recently hit or injure your pelvis?,both,False,True,631,etiology
,502,Nulliparity,Have never given birth,Have never given birth or carried a pregnancy beyond 20 weeks,Reproductive/sexual status,"Have you never given birth, have never carried a pregnancy beyond 20 weeks, No previous pregnancies, Childless woman, No children, No prior pregnancies, Nulligravida, Primigravida, Parity 0",Have you never given birth or carried a pregnancy beyond 20 weeks?,female,False,True,-1,etiology
,501,Poor contact lens hygiene,,"If you wear contact lenses, sometimes having poor contact lens hygiene",Risk factor,"Unhygienic contact lens use, Improper contact lens care, Neglectful contact lens hygiene, Inadequate contact lens cleaning, Non-compliant contact lens care, Dirty contact lens handling, Unsafe contact lens practices, Unsanitary contact lens use, Improper contact lens storage, Negligent contact lens maintenance","If you wear contact lenses, do you sometimes have poor contact lens hygiene?",both,False,True,635,etiology
,499,Previous joint trauma,,Previously hit or injured the joints that are hurting you right now,Risk factor,"dealt with joint trauma, a record of joint trauma, joint trauma is part of the medical background, an occurrence of joint trauma, having joint trauma in the past, experienced joint trauma, joint trauma in the medical records, history of joint injury, history of hitting a joint",Did you previously hit or injure the joint(s) that is hurting you right now?,both,False,True,637,etiology
,497,Wearing high heels daily or for prolonged durations,,Often wearing high heels for long periods of time,Risk factor,"Regular high heel use, Daily high heel usage, High heel habit, Continuous high heel use",Do you often wear high heels for long periods of time?,female,False,True,639,etiology
,492,Spinal surgery,,Spine is the backbone,Procedure / Surgery,"backbone procedure, backbone operation, spine procedure, spine operation",Did you ever have any kind of {spinal}[Spine is the backbone] surgery?,both,False,True,615,etiology
,491,Recent medical urethral instrumentation,,"Recently have any procedure in which a thin tube was passed through your urethra, the hole in your penis that you pee from",Procedure / Surgery,"a thin tube was passed through urethra recently, a thin tube was passed through the pee hole recently, thin tube insertion in the urethra recently, thin tube insertion in the pee hole recently , Recent urethral catheterization Recent urethral probing, Recent urethral manipulation, Recent urethral dilation, Recent urethral scope insertion, Recent urethral endoscopy",Did you recently have any procedure in which a thin tube was passed through your {urethra}[Urethra is the hole in your penis that you pee from]?,both,False,True,46,etiology
,489,Family history of onychomycosis,Family history of fungal nail infection,Family history of fungal nail infection,Family History,"Ancestral background of onychomycosis, Genetic heritage of onychomycosis, Inherited predisposition to onychomycosis, onychomycosis runs in the family, onychomycosis is prevalent in family, There is a familial link to onychomycosis, onychomycosis is present among relatives, onychomycosis has a familial association, onychomycosis is common in the family lineage, There is a family tendency for onychomycosis, onychomycosis is a familial trait, onychomycosis has been seen in multiple family members, mother had onychomycosis, father had onychomycosis, grandpa had onychomycosis, grandma had onychomycosis, family history of tinea unguium, Family history of fungal nail infection",Do you have a family history of {onychomycosis}[Onychomycosis is an infection of the nails]?,both,False,True,643,etiology
,486,Recent nail injury or trauma,,Recently hit or injured your nails,Risk factor,"recently dealt with nail injury or trauma, a recent record of nail injury or trauma, nail injury or trauma is part of the medical background, a recent occurrence of nail injury or trauma, dealing with nail injury or trauma recently, having nail injury or trauma recently, experienced nail injury or trauma recently, nail injury or trauma in the medical records, hitting nail recently",Did you recently hit or injure your nails?,both,False,True,435,etiology
,481,Family history of sudden death while doing sports,,Having a young family member who suddenly died during physical activity or while doing sports,Family History,"Ancestral background of sudden death while doing sports, Genetic heritage of sudden death while doing sports, Inherited predisposition to sudden death while doing sports, sudden death while doing sports runs in the family, sudden death while doing sports is prevalent in family, There is a familial link to sudden death while doing sports, sudden death while doing sports is present among relatives, sudden death while doing sports has a familial association, sudden death while doing sports is common in the family lineage, There is a family tendency for sudden death while doing sports, sudden death while doing sports is a familial trait, sudden death while doing sports has been seen in multiple family members, mother had sudden death while doing sports, father had sudden death while doing sports, grandpa had sudden death while doing sports, grandma had sudden death while doing sports, family history of Exercise-induced sudden death, family history of Sudden death during athletic activity,  family history of Sports fatality,  family history of Exercise-triggered sudden demise",Did you have a young family member who suddenly died during physical activity or while doing sports?,both,False,True,648,etiology
,478,Wear wet underwear,,Frequently wearing wet underwear or underwear often ending up getting wet,Risk factor,"wearing damp underwear, Putting on wet undergarments, Using moist underpants, Wearing wet underclothes, Having damp undergarments on, Putting on soaked underwear, Using wet underclothing, Wearing soggy underpants, Putting on damp underclothes, Using moistened undergarments",Do you frequently wear wet underwear or does your underwear often end up getting wet?,female,False,True,650,etiology
,476,Multiple sexual partners,,Recently had multiple sexual partners,Risk factor,"Engaging in multiple sexual relationships, Having multiple sexual encounters, Having multiple sexual connections, Being sexually involved with more than one person, sleeping with more than one person",Have you recently had multiple sexual partners?,both,False,True,54,etiology
,475,Use of diuretics,,Diuretics are used to rid the body of extra fluid or salt,Medication,"taking diuretics, diuretics Consumption, diuretics Administration, diuretics intake, Use of high blood pressure pills, Use of water pills, Use of Aldactone, Use of spironolactone, Use of Bumex, Use of bumetanide, Use of Demadex, Use of torsemide, Use of Esidrix, Use of hydrochlorothiazide, Use of Lasix, Use of furosemide, Use of Zaroxolyn, Use of metolazone",Do you take {diuretics}[Diuretics are used to rid the body of extra fluid or salt]?,both,False,True,652,etiology
,474,Use of calcium channel blockers,,Calcium channel blockers are medications that relax blood vessels and increase the supply of blood and oxygen to the heart,Medication,"taking calcium channel blockers, calcium channel blockers Consumption, calcium channel blockers Administration, calcium channel blockers intake, Use of blood pressure medication, Use of Amlodipine, Use of Norvasc, Use of Nifedipine, Use of Procardia, Use of Adalat, Use of Diltiazem, Use of Cardizem, Use of Tiazac, Use of Verapamil, Use of Calan, Use of Verelan, Use of Felodipine, Use of Plendil, Use of Isradipine, Use of DynaCirc, Use of Nicardipine, Use of Cardene, Use of Nimodipine, Use of Nimotop",Have you recently been on any {calcium channel blocking}[Calcium channel blockers are medications that relax blood vessels and increase the supply of blood and oxygen to the heart] treatment? ,both,False,True,653,etiology
,473,Tubal surgery,,"In a tubal surgery, one or both of your tubes that carry eggs from the ovary to the uterus are tied up",Procedure / Surgery,"Tubal operation, Tubal procedure, Fallopian surgery, Tubal ligation, Tubal sterilization, Salpingectomy, Salpingotomy, Tubal reconstruction","Have you ever had {tubal surgery}[In a tubal surgery, one or both of your tubes that carry eggs from the ovary to the uterus are tied up]?",female,False,True,654,etiology
,472,Chronic constipation,,Often have constipation (when pooping becomes less frequent and poop becomes difficult to pass),Symptom,"Persistent constipation, Long-lasting constipation, Chronic bowel irregularity, Recurrent constipation, Chronic difficulty passing stool, Chronic fecal retention, Prolonged constipation, Chronic bowel movement problems, Chronic stool infrequency, Chronic defecation difficulty",Are you often {constipated}[Constipation is when pooping becomes less frequent and poop becomes difficult to pass]?,both,False,True,59,etiology
,470,Vegan or vegetarian diet,,"Vegan diet excludes all meat and animal products, whereas a vegetarian diet excludes meat, poultry, ﬁsh and seafood",Risk factor,"Plant-based diet, Non-meat diet, Meatless diet, Plant-forward diet, Herbivorous diet, Plant-focused diet, Plant-powered diet, Meat-free diet, Non-animal product diet","Are you a {vegan or a vegetarian}[Vegan diet excludes all meat and animal products, whereas a vegetarian diet excludes meat, poultry, ﬁsh and seafood]?",both,False,True,371,etiology
,467,Shoulder stiffness,Difficulty moving shoulder,Difficulty moving shoulder,Symptom,"restricted movement of shoulder, difficulty moving shoulder,  inability to move shoulder, inflexibility in shoulder, rigidity in shoulder, shoulder tension, hrad moving shoulder",Has it recently been hard to move your shoulder joints?,both,False,False,249,symptom
,466,Use of aminoglycoside,,"Aminoglycoside antibiotics include gentamicin, amikacin, tobramycin, neomycin, and streptomycin",Medication,"taking aminoglycoside, aminoglycoside Consumption, aminoglycoside Administration, aminoglycoside intake, Use of Gram-negative antibiotic, Use of Gentamicin, Use of Tobramycin, Use of Amikacin, Use of Streptomycin, Use of Neomycin","Have you recently taken any {aminoglycoside antibiotics}[Aminoglycoside antibiotics include gentamicin, amikacin, tobramycin, neomycin, and streptomycin]?",both,False,True,656,etiology
,463,History of anal surgery,,Anal refers to anything involving your anus,Procedure / Surgery,"previously undergone anal surgery, a past record of anal surgery, anal surgery is part of the medical background, dealing with anal surgery before, having anal surgery in the past, experienced anal surgery at some point in life, anal surgery in the medical records, had anal operation, history of anal procedure, history of rectal surgery, history of rectal operation, history of rectal procedure",Have you ever had {anal}[Anal refers to anything involving your anus] surgery?,both,False,True,659,etiology
,461,Toes arthralgia,,Having pain in the joints of your toes,Symptom,"toe joint pain, toes joints hurt",Have you been having pain in the joint(s) of your toe(s)?,both,False,False,308,symptom
,459,Recent injury or trauma in lower leg without ankle and feet,,"Recently hit or injured your lower leg, Note that the lower leg does not include your ankle and foot",Risk factor,"recently dealt with injury and trauma in lower leg without ankle and feet, a recent record of injury and trauma in lower leg without ankle and feet, injury and trauma in lower leg without ankle and feet is part of the medical background, a recent occurrence of injury and trauma in lower leg without ankle and feet, dealing with injury and trauma in lower leg without ankle and feet recently, having injury and trauma in lower leg without ankle and feet recently, experienced injury and trauma in lower leg without ankle and feet recently, injury and trauma in lower leg without ankle and feet in the medical records, hitting lower leg without ankle and feet recently, recent injury and trauma below the knee",Did you recently hit or injure your lower leg? Note that the lower leg does not include your ankle and foot.,both,False,True,247,etiology
,458,Standing for long periods,,Usually standing for long periods of time,Risk factor,"Prolonged standing, Extended standing, Continuous standing, Long-duration standing, Standing for a long time, Standing for long durations",Do you usually stand for long periods of time?,both,False,True,437,etiology
,454,Overusing voice box,,"Been doing any kind of voice overuse such as shouting, screaming, or singing",Risk factor,"shouting, screaming, singing loudly, ","Have you been doing any kind of voice overuse such as shouting, screaming, or singing?",both,False,True,663,etiology
,453,Pelvic mass,,Feeling an unusual mass or lump when you touch your pelvic area,Symptom,"lump at uterus, mass at uterus, pelvic lump, bulge in the uterus, enlargement in the pelvic region, swelling in the pelvic region, pelvic enlargement",Can you feel an unusual mass or lump when you touch your pelvic area?,both,False,False,322,"etiology, symptom"
,452,High sugar consumption,,Often eating food rich in added sugar,Risk factor,"Excessive sugar intake, Elevated sugar consumption, Too much sugar consumption, Overconsumption of sugar, High sugar diet, Sugar-rich diet, High sugar intake, Sugar-laden diet, Sugar-heavy diet",Do you often eat food rich in added sugar?,both,False,True,664,etiology
,445,Thick neck,,Your neck thicker than most people's,Personal Characteristics,"Broad neck, wide neck",Do you find your neck thicker than most people's?,both,False,True,670,etiology
