phase,id,name,simple_name,synonyms,question,gender,is_searchable,is_askable,neo4j_id,types
1,673,Mood swings,Feeling moody,"Feeling moody, altered moods, emotional instability, intensely fluctuating emotions, rapidly fluctuating emotions, roller coaster mood, shift in mood, mood changing, rapid change in mood, changes in the frame of mind, change in emotional state",Have you recently been having more mood swings?,both,True,True,436,symptom
2,408,Mucus in stool,Mucus in poop,"mucus in feces, mucus in poop, stool with mucus, slimy substance in stool, slimy substance in poop, slimy substance in feces, slippery stool, slippery poop, slippery feces, stringy fluid in poop, stringy fluid in feces, stringy fluid in stool","Have you noticed any {mucus}[Mucus is a slippery, and stringy fluid] in your poop?",both,True,True,696,symptom
2,48,Muscle atrophy,Loss of muscle mass,"Loss of muscle mass, Muscle wasting, Muscle degeneration, Muscle shrinkage, Muscular deterioration, Muscle weakening, Diminished muscle size, Decreased muscle strength, Muscle thinning, muscle loss, loss of muscle tissue, muscles smaller than normal, loss of skeletal muscle mass, reduced muscle mass",Have you noticed a loss in your muscle mass?,both,True,True,930,symptom
2,206,Muscle cramps,,"Muscle twitches, muscle contraction, muscle spasms, charley horses, Muscle tightness",Do you have muscle twitching or cramps?,both,True,True,833,symptom
2,540,Myalgia,Muscle pain,"muscle ache, muscles hurt, muscle discomfort, muscle discomfort",Do you feel pain in your muscles all over your body?,both,True,True,611,symptom
1,671,Myopic shift,Nearsightedness,"inability to see distant objects clearly, increase in nearsightedness, requires stronger prescription for eye glasses",Have you been unable to see distant objects clearly recently?,both,True,True,530,symptom
1,944,Nail discoloration,,"white spots on nail, white toenails, white fingernails, yellowish color on nails, yellowish toenails, brown nails, brown toenails, brown fingernails, nail color change",Did you notice any color changes in your nail(s)?,both,True,True,338,symptom
1,755,Nails pits or grooves,Small depressions on the nails,"small depressions on nails, ridges on nails, Furrows in the nails, Indentations on the nails, holes on the surface of the nails",Do you have pits or holes on the surface of your nails?,both,True,True,484,symptom
2,287,Narcolepsy,Sudden involuntary falling asleep,"Sudden involuntary falling asleep, irresistible urge to fall asleep, sleeping without warning, uncontrollable daytime sleepiness, fall asleep at any time, sudden need to fall asleep, Excessive daytime sleepiness, Uncontrollable sleep attacks, Sudden sleep episodes, Chronic sleepiness, Daytime sleep attacks","Do you have a sudden need to fall asleep regardless of your mood, activity or setting?",both,True,True,783,"disease, symptom"
2,653,Nasal congestion,Blocked nose,"Blocked nose, stuffy nose, plugged nose, clogged nose, inability to inhale, blockage of nasal breathing, obstruction to the flow of air in the nose",Have you recently had nose blocks?,both,True,True,97,symptom
2,616,Nausea,Feel like vomiting,"feel like vomiting, urge to vomit, stomach discomfort, wanting to vomit, uneasiness of the stomach, Queasiness
Upset stomach",Do you feel {nauseous}[Nausea is that uncomfortable feeling you get in your stomach that makes you feel like you're going to vomit.]?,both,True,True,531,symptom
2,93,Neck stiffness,Difficulty moving neck,"restricted movement of neck, difficulty moving neck, inability to move neck, inflexibility in neck, rigidity in neck, neck tension, cannot move neck",Is your neck stiff and hard to move?,both,True,True,203,symptom
1,819,Nephrolithiasis,Kidney stones,"Kidney stones, renal calculi, urolithiasis, hard deposits inside kidneys, minerals and salts inside kidneys, kidney calculi, Stone formation in the kidneys, Kidney gravel, Urinary tract stones, solid pieces of material in kidneys ",Have you ever been diagnosed with {kidney stones}[kidney stones are solid pieces of material that form in the kidney from substances in the urine]?,both,True,True,457,"disease, symptom"
2,192,New aversion to certain smells and tastes,Recent intense dislike of certain smells or tastes,"inability to stand certain scents that were fine before, inability to stand certain tastes that were fine before, food aversion, avoidance of a certain food that was fine before, sudden hate of certain smells, sudden hate of certain foods, Recent intense dislike of certain smells and tastes, ",Have you started to dislike smells and tastes that you had no problems with before?,female,True,True,168,symptom
2,493,Nipple discharge,Release of fluid from the nipple,"strange liquid from nipples, fluid that seeps out of the nipple, Nipple fluid release, water from nipples, Nipple secretion, Leaking nipples",Have you been having any unusual liquids coming out of your nipples?,female,True,True,642,symptom
2,587,Nipple retraction,Newly inverted nipple,"Newly inverted nipple, nipples point inward, nipples lie flat, nipples not pointing out, nipple went inside breast ",Did your nipple recently go inside your breast rather than pointing outwards?,female,True,True,582,symptom
2,152,Nocturia,Waking at night to urinate,"Waking at night to urinate, wake up during the night to pee, get up from sleep to urinate, get up from sleep to pee, get up from sleep to go to the bathroom,  wake up once or more at night to piss",Do you wake up once or more at night to pee?,both,True,True,862,symptom
2,292,Numbness or tingling around the ribs,,"numbness at chest, tingling at chest, Rib cage paresthesia, Ribs asleep sensation, Rib cage pins and needles",Have you been feeling any numbness or tingling around your ribs?,both,True,True,710,symptom
1,729,Numbness or tingling in hand,,"pins feeling at hand, needles feeling at hand, partial loss of sensation at hand, hand paresthesia",Have you been feeling any numbness or tingling in your hand(s)?,both,True,True,505,symptom
2,756,Numbness or tingling in lower extremities,"Numbness or tingling in legs, feet, or buttocks","numb buttocks, numb leg, numb feet, tingling in buttocks, tingling in leg, tingling in feet, paresthesia, numb toes, Numbness in lower limbs, tingling in lower limbs","Do you feel any numbness or tingling in your buttocks, legs, or feet?",both,True,True,489,symptom
1,811,Numbness or tingling in upper extremities,Numbness or tingling in shoulders arms or hands,"Numbness in upper limbs, tingling in upper limbs, numbness in shoulder, numbness in arm, numbness in hand, tingling in shoulder, tingling in arm, tingling in hand, paresthesia","Have you been feeling any numbness or tingling in your shoulder(s), arm(s) or hand(s)?",both,True,True,461,symptom
2,167,Obstipation,Cessation of passage of poop or flatus,"Cessation of passage of poop and flatus, inability to pass flatus, inability to pass stool, inability to pass the accumulation of feces, severe constipation, no defecation, impossible bowel movement",Are you unable to poop or pass gases?,both,True,True,852,symptom
2,535,Obstructive sleep apnea,Breathing stops involuntarily during sleep,"breathing stops involuntarily during sleep, sudden inability to breath while sleeping, breathing is momentarily cut off when sleeping, obstruction of the upper airway during sleep, reduced breathing during sleep, absent breathing during sleep, breathing repeatedly stops and starts",Do you have {sleep apnea}[Sleep apnea is a serious sleep disorder in which breathing repeatedly stops and starts]?,both,True,True,20,"symptom, etiology, disease"
1,656,Oliguria,Decreased urine,"Decreased urine, reduced urine output, decreased piss, urinating less, not urinating a high volume, peeing less than usual, passing a reduced urine volume, urine output is lower than expected, urinary output less than 400 ml per day,  urinary output less than 20 ml per hour,",Have you been peeing less than usual?,both,True,True,546,symptom
2,370,Onycholysis,Painless detachment of the nail from the nail bed,"Painless detachment of the nail from the nail bed, nail separation, nail coming off skin, Nail lifting, Nail bed detachment, Nail plate loosening",Has any of your nails painlessly detached from their nail bed?,both,True,True,129,symptom
2,205,Onychomycosis,Nail fungus infection,"Nail fungal infection, tinea unguium, non dermatophytic infection of the nail, Nail mycosis, Fungal nail disorder, Nail ringworm",Have you been diagnosed with {Onychomycosis}[Onychomycosis refers to fungal nail infections]?,both,True,True,165,"disease, symptom"
2,651,Onychoschizia,Splitting of the fingernails,"fingernails splitting, lamellar dystrophy, horizontal nail splits, nail peeling",Do you have any horizontal splits on your nails?,both,True,True,548,symptom
2,418,Oral ulcers,Mouth ulcers,"oral sores, mouth ulcers, wound in mouth, ulcer in the oral cavity, canker sores, painful lesions in the mouth, aphthous ulcers","Do you have any {ulcers}[Ulcer is an open, painful sore] in your mouth?",both,True,True,118,symptom
1,763,Osler's nodes,Painful red-purple slightly raised bumps on the tip of your fingers or toes,"tender nodules on the fingers and toes, split erythematous nodules on the fingertip and toetip, painful red-purple nodes over toetip, slightly raised bumps on the tip of fingers or toes",Do you have painful red-purple bumps on the pads of your fingers or toes?,both,True,True,69,symptom
2,397,Otalgia,Ear pain,"earache, Ear pain, ear discomfort, ear hurts",Do you feel any pain in your ear?,both,True,True,698,symptom
2,45,Otorrhea,Liquid coming out of ear,"fluid discharge from the ear, liquid from ear, ear drainage, fluid leakage from ear, water coming out of ear, Abnormal ear fluid flow, Ear fluid secretion",Have you noticed any fluid coming out of your ear?,both,True,True,933,symptom
1,711,Overweight or obese,,"too much weight, abnormal fat accumulation, excessive fat accumulation, BMI over 25, too much fat, high weight, carrying excess weight",Are you overweight or obese?,both,True,True,82,"etiology, symptom"
1,821,Pachyonychia,Thickened nails,"thick nails, thick toenails, bulky nails",Do you have any thickened nails?,both,True,True,416,symptom
1,810,Pain at fingertip(s),,"fingertips hurt, fingertip ache, finger pain at the tip, Fingertip discomfort",Do you feel pain at your fingertip(s)?,both,True,True,462,symptom
2,590,Pain in center of the neck,,"center of the neck hurts, neck center ache, pain at the middle of the neck, tenderness in the center of the neck, discomfort in the center of the neck",Do you feel pain or {tenderness}[Tenderness is pain or discomfort when an affected area is touched] at the center of your front neck?,both,True,True,579,symptom
1,787,Pain in thighs,Pain in the leg above the knee,"thighs hurt, pain at the leg above the knee, femur area pain, pain from hip to the knee",Do you have pain in your thighs?,both,True,True,469,symptom
2,584,Pain in toes,,"toes hurt, toe ache, Toe discomfort, Toe throbbing",Do you have pain in your toe(s)?,both,True,True,301,symptom
2,432,Pain in upper extremity,Pain in arms,"pain in arms, arms hurt, pain in hands, upper limbs pain, hands hurt, hand ache, arm ache",Do you feel pain in your arms or hands?,both,True,True,584,symptom
2,595,Painful ejaculation,,"burning sensation when ejaculating, discomfort after ejaculation, Painful climax, Painful release, Painful orgasm, Painful seminal discharge, Painful seminal expulsion, Painful sexual release, pain from shooting out semen from penis",Do you feel a burning sensation after {ejaculating}[Ejaculating is shooting out semen from your penis (normally containing sperm)]?,male,True,True,572,symptom
2,637,Pale conjunctiva,Pale inner surface of eyelids,"eyelids pallor, Pale inner surface of eyelids, unhealthy appearance to the palpebral conjunctiva, conjunctiva is not red, the inner layer of the eyelid is not red, Pale eye lining,
Whitened conjunctiva, Lightened eye membrane",Are the inner surfaces of your eyelids {pale in color}[Pale in color would be a whitish color or a color lighter than normal]?,both,True,True,103,symptom
2,42,Pale skin anywhere in the body,Unusual lightness of skin color,"pale complexion, unusual lightness of skin color, ",Is your skin {paler than normal}[Pale skin is when there's an unusual lightness of skin color compared with your normal color]?,both,True,True,921,symptom
2,381,Pale stool,Poop with light color,"pale poop, poop lighter than normal, pale feces, unusual lightness of stool, unusual lightness of feces, poop with light color, stool with light color, poop with light color, feces with light color",Is your poop light in color?,both,True,True,126,symptom
2,157,Palpitation,Irregular heartbeat,"Irregular heartbeat, strong pulse, strong heartbeat, extra heartbeat, skipping heartbeat, racing heartbeat, pounding heartbeat, fluttering heartbeat, noticeable heartbeat, heart is beating too hard","Do you sometimes feel a noticeable rapid, strong, and irregular heartbeat?",both,True,True,-1,symptom
2,511,Parotid gland swelling,,"swelling in large salivary glands, lump in parotid gland, parotid gland edema, buffy parotid gland, Parotid gland enlargement, Parotid gland inflammation, Parotid gland distension",Did you notice any enlargement in either of your {parotid glands}[Parotid glands are two salivary glands that sit just in front of the ears on each side of the face]?,both,True,True,27,symptom
1,909,Paroxysmal hypertension,Intermittent hypertension,"labile hypertension, attacks of elevated blood pressure, attacks of abrupt elevation in blood pressure, sudden blood pressure rise, episodes of high blood pressure with normal blood pressure in between, elevated blood pressure paroxysms, elevated blood pressure attacks, elevated blood pressure spells",Have you ever had moments in your life where you suffered from high blood pressure?,both,True,True,399,symptom
2,862,Peeling or crusting of the areola,Peeling or crusting of the nipple,"peeling of the skin surrounding the nipple, peeling of the skin surrounding the nipple, flaking of the skin surrounding the nipple, scaling of the skin surrounding the nipple, splitting of the areola, Flaking of the areola, Scaling of the areola, Dryness and peeling of the areola, Cracked or crusty areola, Areolar skin shedding","Is your {areola}[Areola is the dark circle-shaped area around your nipple] peeling, crusting, flaking or scaling?",both,True,True,34,symptom
2,387,Pencil thin stool,Very thin poop,"very thin feces, unusually thin poop, stringy poop, unusually thin stool, stringy feces, stringy stool, ribbon-like stool, ribbon-like feces",Have you recently noticed that your poop is unusually thin?,both,True,True,712,symptom
2,424,Peri-oral paresthesia,Numbness or tingling around the mouth,"numbness around the mouth, tingling around the mouth, prickling sensation around the mouth, pins feeling around mouth, needles feeling around mouth",Do you have numbness or tingling around your mouth?,both,True,True,684,symptom
2,847,Periorbital edema,Swelling or lump in eyelid,"puffy eyelid, swollen eyelid, mass in eyelid, eyelid edema, swelling around the eyes, eye socket swelling, buffy eye orbit, inflammation around the eye",Do you have swelling or puffiness around your eyes or in your eyelids?,both,True,True,440,symptom
2,936,Photopsia,Eye flashing lights,"eye flashing lights, light in vision, seeing streaks of light, seeing bright lights ",Have you recently started seeing {flashing lights}[Flashing lights are bright lights or streaks of light]?,both,True,True,379,symptom
1,739,Photosensitivity,Intolerance to light,"light hurts eyes, discomfort to light, light intolerance, sensitivity to light, cannot stand sunlight, sunlight sensitivity, fluorescent light sensitivity, incandescent light sensitivity, bright lights hurt eyes, lights makes eyes uncomfortable",Do bright lights make your eyes feel uncomfortable?,both,True,True,497,symptom
2,598,Pimples or bumps,Red lesions filled with pus,"small skin papule, red lesions filled with pus, spots, zits, pustules, papule, nodule, Whiteheads, Blackheads",Do you have any pimples or red bumps anywhere on your body that were not caused by insect bites?,both,True,True,576,symptom
2,353,Pink skin all over the body,,"pink pigmentation of skin, Generalized pink skin, Pinkish complexion, Rosy skin tone",Do you have pinkish skin all over your body?,both,True,True,735,symptom
2,552,Polydipsia,Excessive thirst,"always thirsty, constantly need to drink water, constantly very thirsty, feeling of extreme thirstiness, ingestion of large volumes of water, excess consumption of fluids",Do you feel thirsty all the time?,both,True,True,606,symptom
2,37,Polyphagia,Excessive appetite,"Excessive appetite, always hungry, hyperphagia, overeating, increased appetite, feeling hungry all the time, excessive hunger, extreme hunger, not feeling full after eating, intense hunger that is not satiated by eating, unfullness",Have you been feeling a lot more hungry than usual?,both,True,True,923,symptom
2,41,Polyuria,High urine output,"abnormally high urine output, Excessive urine volume, increased urine output, too much piss amount, too much urine, high pee volume, peeing more than usual, Excessive urine flow, Abnormal urine quantity, Large amounts of urine, Increased urine production","Have you been peeing more than usual lately, not due to medication?",both,True,True,928,symptom
1,781,Poor concentration,Lack of concentration,"Lack of concentration, inability to concentrate, difficulty concentrating, cannot concentrate, hard time focusing, unfocus, have trouble concentrating frequently, connot focus",Do you frequently and abnormally find it hard to concentrate?,both,True,True,335,symptom
2,12,Poor growth,Slow growth,"Slow growth, weak growth, modest growth, slight increase in growth development, failure to thrive, height and weight gain rate is less than what is normal, slow body development, delayed body development",Have the doctor told you that your height or weight gain rate is less than what is normal for your age?,both,True,True,947,symptom
2,326,Poor memory,,"memory impairment, memory problems, weak memory, forgetful, memory loss, cannot remember, quickly forget, bad memory, forgetfulness, difficulty remembering, short term memory, forgetting a lot",Do you feel that your memory is not as good as it was before?,both,True,True,756,symptom
1,724,Popliteal mass,Back of the knee,"posterior knee mass, popliteal fossa mass, mass behind the knee, swelling in the popliteal fossa, swelling at the back of the knee, mass at the back of the knee  ",Do you feel a mass or swelling in the back of your knee?,both,True,True,508,symptom
1,889,Postauricular swelling,Swelling behind the ear,"Swelling behind the ear, bulging of the ear pinna, protruding pinna, retroauricular swelling, bump behind ear, abnormal enlargement behind ear",Is there an abnormal enlargement behind your ear?,both,True,True,396,symptom
2,888,Postauricular tenderness,Tenderness behind the ear,"pain upon touching behind ear, pain when applying pressure behind ear, tenderness behind the ear, pain behind the ear, soreness behind the ear, sensitivity behind the ear, discomfort behind the ear",Does it hurt when you touch or apply pressure behind your ear?,both,True,True,413,symptom
2,33,Progressive growth of hands and feet,Enlarged hands and feet,"Enlarged hands and feet, acromegaly, increase in the size of the hands and feet, hands and feet are growing too much, overgrowth of hands and feet, hands and feet started to grow slowly over time, gradual growth of limbs, gradual growth of extremities ",Have you noticed that your hands and feet started to grow slowly over time?,both,True,True,938,symptom
2,449,Progressive upper extremity muscle weakness,Gradual upper limb weakness,"progressive weakness in shoulders, progressive weakness in arms, progressive weakness in hands, gradual upper limb weakness, gradual weakness in shoulders, gradual weakness in arms, gradual weakness in hands, gradual upper extremity weakness","Do you feel weakness in your shoulders, arms, or hands that is gradually worsening?",both,True,True,667,symptom
2,70,Progressive weakness of legs,Gradual lower limb weakness,"gradual lower limbs weakness, Gradual lower extremities weakness, increasing weakness in legs, Worsening leg strength, Declining leg power, Loss of leg strength over time, Deteriorating leg weakness",Do you feel increasing weakness in your leg(s)?,both,True,True,912,symptom
2,297,Prolonged naps,Long time while taking a nap,"Long naps, unrefreshing sleep, excessive napping, Lengthy daytime sleep, Long midday slumber, Extended periods of daytime sleep, Prolonged daytime sleep, Lengthy afternoon sleep, Extended nap durations",Do you take long naps but still feel tired?,both,True,True,775,symptom
2,130,Prolonged nocturnal sleep time,Prolonged sleeping at night,"Abnormally long nighttime sleep, sleep too much at night, sleeoing 12 hours or more at night, Excessive nighttime sleep, Extended sleep duration at night, Oversleeping during the night, Lengthy nocturnal sleep time",Do you usually sleep for a long period of time at night that can reach 12 hours or more?,both,True,True,875,symptom
2,216,Pruritus,Itchy skin,"Itchy skin, urge to scratch the skin, increased desire to rub skin, desire to scratch skin, Irritated skin, Scratchy sensation",Do you have itchy skin anywhere in your body?,both,True,True,827,symptom
1,641,Pruritus in the ear canal,Ear canal is itchy,"ear canal is itchy, urge to scratch inside ear, increased desire to rub ears, desire to scratch inside ears, irritated ear canal, Ear canal scratching",Is your ear canal {itchy}[Itching is an uncomfortable sensation on the skin that causes a desire to scratch]?,both,True,True,554,symptom
2,248,Ptosis,Droopy eyelids,"Droopy eyelids, upper eyelids hang downward more than usual, sagging of the upper eyelid, Limp eyelid, Lowered eyelid, Eyelid descent",Do you have a droopy eyelid at which one or both of your eyelids hang downward more than usual?,both,True,True,155,symptom
2,569,Pulsation in the nail bed,Reddening and blanching of the nail bed with each heartbeat,"Quincke's pulse, pulsations of the capillary bed in the nails, reddening and blanching of the nail bed with each heartbeat, Throbbing in the nail bed, Rhythmic pulsation under the nail, Thumping sensation in the nail bed, ",Have you noticed a pulse coming from your nail bed?,both,True,True,594,symptom
1,693,Pulseless extremities,Pulse measured on arms or legs is weak,"weak pulse in legs and feet, no pulse in legs and feet, pulselessness, diminished limb pulsation, decreased limb pulsation, weak pulse at extremities","When measuring your own pulse on your arms or legs, do you feel like it's weak or you can't feel it?",both,True,True,298,symptom
1,882,Pus discharge from gum,,"gingival pus, gingival discharge, fluid from gums, yellow discharge from gums, mouth pus, discharge from tooth, fluid from tooth ",Have you noticed or tasted any {pus}[Pus is a thick yellowish-white fluid that has a bad taste] coming out of your tooth or gum?,both,True,True,411,symptom
1,607,Pus discharge from the eye,Eye excretes thick fluid,"thick water from the eye, eye excrete thick fluid, thick liquid from the eye, eye drainage, yellowish material from the eye, greenish material from the eye",Is {pus}[Pus is a thick yellowish or greenish opaque liquid] coming out of your eyes?,both,True,True,569,symptom
2,479,Pyuria,Pus in urine,"Pus in urine, Pus in pee, cloudy urine, urine containing white blood cells, pus in piss, cloudy pee, cloudy piss, opaque pee, opaque urine, thick urine, thick pee","Have you recently noticed your pee being cloudy or containing {pus}[Pus can be white, yellow, green or brown]?",both,True,True,649,symptom
2,169,Raynaud phenomenon,Fingers color changes,"digital colors changes, Cold-induced color changes, Peripheral vasoconstriction, Digital ischemia, color changes in fingers from white to blue to red",Have you ever experienced color changes in your fingers from white to blue to red accompanied by pain on exposure to cold?,both,True,True,177,symptom
2,485,Recent unexplained weight gain,,"increased weight without eating more, quick weight gain, fast weight gain, rapid weight gain, putting on weight while eating less",Have you recently noticed that you are gaining weight without eating more?,both,True,True,51,symptom
2,439,Rectal bleeding,Bleeding from anus,"blood from anus when pooping, Blood in bowel movements, blood when wiping anus, bleeding from anus, feces covered in blood, stool covered in blood, blood when passing stool, blood when passing feces, Hematochezia",Do you have blood coming out of your anus?,both,True,True,112,symptom
1,665,Recurrent abortions,,"Recurrent Miscarriage, losing baby many times, losing pregnancy repeatedly, recurrent pregnancy loss, RPL, habitual abortion, repeated miscarriage",Have you lost your pregnancy three or more times?,female,True,True,539,symptom
1,1032,Recurrent dental caries,Frequent dental cavities,"Recurrent dental cavities, Frequent dental cavities, getting tooth cavities more often, frequently having tooth decay",Do you often suffer from tooth cavities?,both,True,True,364,symptom
1,1082,Recurrent episodes of otitis media,,"Recurrent Episodes Of middle ear infection, recurrent middle ear infection, frequent infections of the middle ear, frequently having otitis media, repeated inflammation of the middle ear",Do you frequently have {Otitis media}[Otitis media is an infection or inflammation of the middle ear]?,both,True,True,260,symptom
2,579,Recurrent eye infection or inflammation,,"chronic eye inflammation, eye infection keep coming back, keep getting inflammation in the eye, repeated eye infection, recurrent ocular inflammation, recurrent ocular infection",Do your eyes frequently get infected or swell up?,both,True,True,585,symptom
1,949,Recurrent otologic infections,,"Recurrent ear infections, Recurring ear infections, Chronic ear infections, Repeated ear infections, Persistent ear infections",Do your ears frequently get infected?,both,True,True,157,"etiology, symptom"
1,1049,Recurrent respiratory tract infections,,"recurrent lung infections, recurrent throat infections, recurrent pharyngitis, recurrent laryngitis, recurrent sinusitis, recurrent pneumonia, recurrent bronchitis, frequent lung infection, frequent sinuses infection, frequent throat infection, frequent airways infection","Do you frequently suffer from any {respiratory tract}[Respiratory tract includes sinuses, throat, airways, and/or lungs] infection?",both,True,True,261,symptom
2,19,Red eye,,"bloodshot eyes, red sclera, Blood vessels in the eyes appearing enlarged, Inflamed eyes",Do you have redness in the white part of your eye(s)?,both,True,True,945,symptom
2,465,Red tonsils,,"redness at the two small organs at the back of the mouth, Redness in the back of the throat, the two round masses at the end of the pharynx are redder than normal, tonsils are darker in color",Are your tonsils redder than normal?,both,True,True,657,symptom
2,538,Regurgitation,Release of recently eaten foods different from vomiting,"return of undigested food, bringing swallowed food up again to the mouth, undigested food rises back up into the mouth, pitting up of food from the esophagus, Release of recently eaten foods",Have you recently {regurgitated}[Regurgitation is when food goes back up your mouth without the need to or the feeling of vomiting]?,both,True,True,18,symptom
1,809,Retro-orbital pain,Pain behind eyes,"pain behind eyes, pain behind the orbit, pain at the back of eyes, back of the eyes hurt, retro orbital ache",Do you have pain coming from behind your eyes?,both,True,True,313,symptom
1,939,Rhinophyma,Enlarged nose,"thick and bumpy nose, red and big nose, nose that looks red and puffy, a nodular swelling of the nose, swollen nose, abnormally big nose, hypertrophy of the nose, thickened nasal skin, thickened nose, disfigured nose, bulbous nose, bulging nose, Enlarged nose","Has the skin on your nose become thick, red, and bumpy?",both,True,True,355,symptom
2,385,Rhinorrhea,Runny nose,"Runny nose, nasal discharge, postnasal drip, excess mucus from nose, excess nasal drainage, fluid coming from nose, discharge coming from the nose",Do you have a {runny nose}[Runny nose is when excess fluid drains from the nose]?,both,True,True,714,symptom
1,923,Rigidity,Stiff movement,"hypertonicity, stiffness, stiff movement, inflexibility, hard to move with ease",Do you often find your body stiff and hard to move with ease?,both,True,True,362,symptom
2,224,Scalloped tongue,Tongue with wavy edges,"Tongue with wavy edges, crenulated tongue, lingua indentation, pie crust tongue, tongue with indentations, tongue with rippled edges, Notched tongue, Ruffled tongue, Irregular tongue edges",Does your tongue appear with indentations and rippled edges?,both,True,True,160,symptom
2,214,Scalp tenderness,Sensitive scalp,"sensitive scalp, the skin under the hair on head is tender, sore scalp, scalp is painful to touch",Is your {scalp}[Scalp is the skin under the hair on your head] sensitive to touch?,both,True,True,829,symptom
2,487,Scaly skin,Cracked skin,"Flakey skin, Peeling skin, Crusty skin, Scabrous skin, Flaky dermis, cracked skin, Chapped skin, Desquamation, loss of the outer layer of skin ",Do you have {scaly skin}[Scaly skin is when the outer layer of your skin peels away in large pieces that resemble fish scales] anywhere on your body?,both,True,True,-1,symptom
2,252,Scoliosis,Twisted spine,"Twisted spine, abnormally curved vertebrae, twisted vertebrae, s shaped spine, twisted backbone, abnormal curvature of the spine, Sideways spinal curvature, Irregular spinal alignment, Crooked spine, Bent spine, Abnormal spinal shape, Misaligned spine",Have you been diagnosed with {Scoliosis}[Scoliosis is a condition involving an abnormal curvature of the spine]?,both,True,True,616,symptom
2,228,Scrotal pain,Pain in testicles,"pain at balls, balls ache, Scrotal discomfort, Testicle ache, Testicular discomfort, scrotal throbbing, Testicle pain",Do you feel pain in your {scrotum}[Scrotum is the pouch of skin containing your testicles]?,male,True,True,159,symptom
2,577,Scrotum looks like a bag of worms,Testicular sac looks like a bag of worms,"dilated veins in the scrotum, dilated veins in testicle sac, veins in testicles are swollen, enlargement of the veins within the scrotum, enlarged veins in testicles, balls with enlarged veins, varicose vein at testicles",Does your {scrotum}[Scrotum is the pouch of skin containing the testicles] look like a bag of worms?,male,True,True,587,symptom
2,283,Seizures,"A sudden and temporary alteration of muscle tone, movements or behavior","a sudden uncontrolled electrical disturbance in the brain, sudden stiffening of the body, jerking movements of the arms and legs, a sudden alteration of behavior, sudden and temporary alteration of muscle tone, Convulsions
Fits, epileptic episodes, sudden body tremors, uncontrolled muscle movements",Did you recently have a {seizure}[Seizure is a sudden surge of electrical activity in the brain that usually affects how a person appears or acts for a short time]?,both,True,True,151,"etiology, symptom"
1,660,Shapes floating in your field of vision,Eye floaters,"Eye floaters, black spots in vision, tiny flecks in vision, seeing tiny shadows in vision, seeing spots in vision, seeing weblike lines in vision, seeing things that move through the field of vision, seeing stars in vision, black or gray specks that drift by moving eyes, seeing horizontal lines in vision",Do you see {floaters}[Eye floaters appear as small spots that drift through your field of vision] in the space?,both,True,True,543,symptom
1,768,Short stature,,"child below the average height, abnormally short, short compared to others, not as tall as others, child is shorter than others",Do you have a height below the average height for people of your gender and age?,both,True,True,258,symptom
2,163,Shoulder bruising,Blue/purple skin on shoulder,"shoulder contusion, blue-purple skin on shoulder, skin injury on shoulder, Shoulder hematoma, Shoulder ecchymosis, Shoulder black and blue mark, Shoulder purple and yellow spot, blue discolored skin ","Do you have a {bruise}[A bruise is an injury appearing as an area of discolored (red, blue, yellow, green, purple) skin on the body] on your shoulder?",both,True,True,854,symptom
2,384,Skin dimpling of breast,Uneven skin of breast,"Uneven skin of breast, breast skin is pitted, skin has a texture similar to an orange peel, Breast skin puckering, Breast skin indentation, Skin retraction of the breast, Skin ridges on the breast, Irregular skin surface of the breast",Have you recently noticed {skin dimpling}[Skin dimpling is when the skin has a texture similar to an orange peel with small pits] on your breast?,female,True,True,707,symptom
2,30,Skin erythema,Skin rash and redness,"Skin rash and redness, irritated skin, inflamed skin, redness of the skin, red lesion on the body, red patch on the skin, Flushed skin",Do you have a {skin rash}[Skin rash is redness and irritation of the skin] anywhere on your body?,both,True,True,934,symptom
2,928,Skin growth,Skin bump,"Skin bump, soft-hanging skin, wart, skin tags, acrochordon, soft pendulous growth, painless growths, small skin extension, skin tiny outpouching, skin projection",Do you have small pieces of soft-hanging skin anywhere in your body?,both,True,True,-1,symptom
2,294,Skin tear around the anus,Skin cut at the anus,"fissure at anal, Anus skin laceration, Anal skin crack, split skin around the anus, anus skin abrasion, Anus skin cut",Do you have a tear in the skin around your anus?,both,True,True,778,symptom
1,683,Sleep paralysis,Being conscious but unable to move right after falling asleep or waking up,"unable to move when sleeping, waking up paralyzed, Being conscious but unable to move right after falling asleep or waking up, aware but unable to move or speak, being half awake and unable to move during sleep",Do you sometimes experience {sleep paralysis}[Sleep paralysis is being half awake and unable to move during sleep]?,both,True,True,532,symptom
2,455,Sleepiness,Feeling sleepy,"feeling sleepy all the time, drowsy the whole day, difficulty staying awake, difficulty staying alert, increased desire to sleep during the day, excessively sleepy during the day",Do you frequently or {unusually}[Unusually meaning not during the night-time] feel sleepy?,both,True,True,662,symptom
1,833,Sneezing,Sternutation,"Sternutation, achoo sound, sternutation, powerful expulsion of air from nose and mouth, involuntary expulsion of air from mouth, convulsive expulsion of air from the nose",Have you recently been sneezing a lot?,both,True,True,454,symptom
2,477,Snoring,,"noisy breathing while sleeping, hoarse sound when sleeping, harsh sound when sleeping, a rattling noise during sleep, annoying sound when sleeping",Do you {snore}[Snoring is noisy breathing during sleep]?,both,True,True,526,symptom
