Index,Input.LABEL,Input.SIMPLE_NAME,Input.SYMPTOM,Input.MESSAGE,Answer.text_answer,Level
5172,melena,Black Stool,dark stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I've noticed my stool has been very dark lately. I'm not sure why, I have not changed my diet recently and I eat fairly healthy.",2
5173,melena,Black Stool,dark stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I've been having really dark stools lately.,2
5174,melena,Black Stool,dark stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Don't know nowadays i see everything as dark even my red color stool seems dark to me,2
5176,melena,Black Stool,black stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,There are black parts in my stool.,2
5177,melena,Black Stool,black stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,When I go to the toilet my stools are black.,2
5178,melena,Black Stool,black stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Even though I haven't eaten in 3 days, I noticed that I have black stools.",2
5179,melena,Black Stool,black stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I ate a meal last week that made me very sick, I believe some of the ingredients must have been expired. When I used the restroom last night, I noticed that my stool was black.",2
5180,melena,Black Stool,black stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Why my stool is looking like a black color to me.,2
5181,melena,Black Stool,tar-like stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have noticed over the past month that my stool is tar-like and smelly.,2
5183,melena,Black Stool,tar-like stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I noticed that I have black stool recently and I am not sure if it's blood or if it's because of the vitamins I started to take.,2
5185,melena,Black Stool,tar-like stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My feces lately is so black and like tar or dark chocolate.,2
5187,melena,Black Stool,dark feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"In the recent few days, I have noticed black stool when excreating",2
5188,melena,Black Stool,dark feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I've noticed when I go to the toilet that my poo is really dark, almost black.",2
5189,melena,Black Stool,dark feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,For the first time ever I am actually terrified because when I used the restroom my stool was very very very dark.,2
5190,melena,Black Stool,dark feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"When I've been going to the restroom lately, I have had black stool. I haven't been ingesting anything completely new, or anything that would make it so dark.",2
5191,melena,Black Stool,dark feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Today in the bathroom I noticed that my feces are really dark, could it be a problem?",2
5193,melena,Black Stool,dark poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I've been having really dark, black stool when I go poop.",2
5194,melena,Black Stool,dark poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"After dinner we sat down for dessert and proceeded to eat dark chocolates, blueberries, and cherries as to celebrate our valentines date. Later on in the evening I noticed my stool  was black and dark. Is this something I should be worried about?",2
5197,melena,Black Stool,dark poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"When I go to the bathroom, I am experiencing dark poop.",2
5198,melena,Black Stool,black color stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My stool is a darker colour than it usually is.,2
5200,melena,Black Stool,black color stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,my poo is a lot darker than normal,2
5201,melena,Black Stool,black color stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,There are parts of my stool that are black.,2
5203,melena,Black Stool,melena,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am worried because my poop has been black.,1
5204,melena,Black Stool,melena,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My poop looked black this morning.,1
5205,melena,Black Stool,melena,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I noticed my poop was black last time I went to the bathroom.,1
5206,melena,Black Stool,melena,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My feces is always black now.,1
5207,melena,Black Stool,melena,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"The other day when I took a poop, I noticed that it was black in color.",1
5208,melena,Black Stool,melena,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,"Recently, when I have been using the restroom, my stool has been really dark. It almost looks like it is black.",3
5209,melena,Black Stool,melena,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I've been vomiting out blood with a lot of abdominal pain. The color of my bowel movements are also black in color.,3
5210,melena,Black Stool,melena,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,"It looks like my poop is black, which is strange for me.",3
5211,melena,Black Stool,melena,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,My poop have be very dark and I haven't been feeling well,3
5212,melena,Black Stool,melena,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I am having stomach pains and experiencing melena when I poop.,3
5213,melena,Black Stool,black tarry stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My stool looked black and tarry this morning.,2
5214,melena,Black Stool,black tarry stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,For the last week my stool has been black.,2
5215,melena,Black Stool,black tarry stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Whenever I have a bowel movement, I notice that my stool is black and like tar.",2
5216,melena,Black Stool,black tarry stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have black stool.,2
5217,melena,Black Stool,black tarry stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,The other day I took a poop and I noticed that it was black with like a tarry texture.,2
5218,melena,Black Stool,black feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I pooped last night and it was black.,2
5219,melena,Black Stool,black feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My poop has become a black color.,2
5220,melena,Black Stool,black feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I ate something a couple days ago and I think it changed the color of my feces.,2
5221,melena,Black Stool,black feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,In the last few days I have noticed black stool when I go to toilet. I am also feeling weakness for the last few days.,2
5222,melena,Black Stool,black feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I used the bathroom and when I wiped, I noticed that my stool was black.",2
5223,melena,Black Stool,black poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I pooped and it was black. I'm scared.,2
5224,melena,Black Stool,black poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My poop is dark and black.,2
5225,melena,Black Stool,black poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My poop has become black in color.,2
5226,melena,Black Stool,black poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Every time I go to the bathroom, my poop is really dark and black.",2
5227,melena,Black Stool,black poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"When I use the bathroom, I am noticing black poop on the tissue paper.",2
5228,melena,Black Stool,dark black tarry feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"And when I wiped myelf, I was astonished to see that my poop was really thick and sludgy and downright black.",2
5229,melena,Black Stool,dark black tarry feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My poop appears to be black and tarry. I'm scared.,2
5230,melena,Black Stool,dark black tarry feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"So, when I use the bathroom my stool is abnormally dark. I mean it's basically black. The smell as well is much potent than usual.",2
5231,melena,Black Stool,dark black tarry feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been having stomach pain and now my stool is a type of dark black tarry feces.,2
5232,melena,Black Stool,dark black tarry feces,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I've noticed my poop has been black lately,2
5233,melena,Black Stool,tar-like stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My stool has been black for the last week.,2
5234,melena,Black Stool,tar-like stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"The past few times I have gone to the bathroom, my stools have been black.",2
5235,melena,Black Stool,dark poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I went to the toilet and noticed I passing out a dark poop,2
5236,melena,Black Stool,dark poop,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My poop has been very dark almost black lately.,2
5237,melena,Black Stool,black color stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Almost every time I go to the bathroom, I have black colored stool.",2
5239,melena,Black Stool,black color stool,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"The last few days when I have had a bowel movement, it has been black in color.",2
5240,nasal congestion,Blocked Nose,nasal congestion,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My nose is all stuffed up with snot.,1
5241,nasal congestion,Blocked Nose,nasal congestion,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"My nose is so dry and it is giving a hard time to breath. Sometime, my nose become runny too.",1
5242,nasal congestion,Blocked Nose,nasal congestion,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I have stuffy nose, nasal congestion due to cold and flu. I cannot sleep at night due to difficulties in breathing",1
5243,nasal congestion,Blocked Nose,nasal congestion,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Many people think a stuffy nose is the result of too much mucus in the nasal passages.,1
5244,nasal congestion,Blocked Nose,nasal congestion,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"My nose feels so stuffed up, I'm having a hard time breathing through it.",1
5245,nasal congestion,Blocked Nose,nasal congestion,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,"When sleeping at night, I struggle breathing because of a blocked nose",3
5247,nasal congestion,Blocked Nose,nasal congestion,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,"Even though I had a cold a long time ago, I still have nasal congestion.",3
5248,nasal congestion,Blocked Nose,nasal congestion,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,My nose is always stuffed up.,3
5249,nasal congestion,Blocked Nose,nasal congestion,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I'm experiencing a lot of pressure in my face due to nasal congestion.,3
5250,nasal congestion,Blocked Nose,nasal congestion,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I can't breathe at all through my nose because I am so congested.,3
5251,nasal congestion,Blocked Nose,plugged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,DURING THE WINTER I EXPERIENCE MY RIGHT NOSTRIL BEING BLOCKED,2
5253,nasal congestion,Blocked Nose,plugged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I can't breath from my nose at all. It's completely blocked. Is it because I smoke a lot? I don't even have a cold.,2
5254,nasal congestion,Blocked Nose,plugged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am so stuffy when I try to breath. I think something might have plugged my nose and it is very uncomfortable.,2
5256,nasal congestion,Blocked Nose,plugged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I can't breathe out of my left nostril; I feel like it is clogged or plugged.,2
5258,nasal congestion,Blocked Nose,nose is blocked,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I went into the bathroom to blow my nose and I couldn't. I couldn't blow any air out, it was completely blocked.",2
5259,nasal congestion,Blocked Nose,nose is blocked,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have a sinus infection and makes my nose blocked.,2
5261,nasal congestion,Blocked Nose,nose is blocked,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Perhaps it's just my seasonal allergies, but my nose is blocked.",2
5263,nasal congestion,Blocked Nose,nose is stuffed up,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,DURING WINTER I EXPERIENCE A BLOCKED NOSE ON THE RIGHT NOSTRIL,2
5264,nasal congestion,Blocked Nose,nose is stuffed up,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My nose always feels blocked and it makes it hard to breathe.,2
5265,nasal congestion,Blocked Nose,nose is stuffed up,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,It’s hard to breathe through my nose because it is so stopped up.,2
5266,nasal congestion,Blocked Nose,nose is stuffed up,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"As soon as I lie down, my nose is stuffed up.",2
5267,nasal congestion,Blocked Nose,nose is stuffed up,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I'm getting fully cold nose is stuffed up continuously not breathing.,2
5268,nasal congestion,Blocked Nose,clogged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I was working outside on the flower beds, and ended up with a clogged nose for two days.",2
5270,nasal congestion,Blocked Nose,clogged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Morning after Just woke up from the bed i am feeling clogged Nose.,2
5271,nasal congestion,Blocked Nose,clogged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,When I'm sleeping I have trouble breathing because my nose is clogged,2
5272,nasal congestion,Blocked Nose,clogged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Every morning its the same problem I have a dry mouth and a clogged nose.,2
5273,nasal congestion,Blocked Nose,clogged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I can't breath through my nose because it is clogged,2
5274,nasal congestion,Blocked Nose,stuffy nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"My nose has been stuffy for over a week now, and it has been difficult breathing, since I can no longer breathe out of my nose.",2
5275,nasal congestion,Blocked Nose,stuffy nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I can't breath through my nose.,2
5276,nasal congestion,Blocked Nose,stuffy nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I had some cool drinks two days before outside and after coming back I took bath from the next day itself I got stuffy nose. In night times I cant sleep because of this.,2
5278,nasal congestion,Blocked Nose,stuffy nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I was wondering if there could possibly be a cyst in my nose? My nose has been feeling blocked and it's getting hard to breathe. I'd rather not have to rely on breathing through my mouth.,2
5279,nasal congestion,Blocked Nose,blocked nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I wake up every morning with a dry mouth and a clogged nose. It makes breathing difficult.,2
5280,nasal congestion,Blocked Nose,blocked nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been getting SO frustrated because it seems like my nose is always blocked.,2
5281,nasal congestion,Blocked Nose,blocked nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Every spring I get a blocked nose and it makes it difficult to breath,2
5282,nasal congestion,Blocked Nose,blocked nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My nasal passage always feels congested.,2
5283,nasal congestion,Blocked Nose,blocked nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel like I can't breathe out of one nostril. It feels like it is really clogged.,2
5286,nasal congestion,Blocked Nose,inability to inhale,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I noticed that I can't breathe from my nose. I think I got a cold.,2
5287,nasal congestion,Blocked Nose,inability to inhale,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I usually suffer from seasonal allergies but something is different this time. My sinuses are completely blocked and I have trouble breathing.,2
5288,nasal congestion,Blocked Nose,inability to inhale,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Whenever I try to take a deep breathe, I'm unable to inhale and I end up gasping for air.",2
5289,nasal congestion,Blocked Nose,inability to inhale,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My nose is blocked due to cold and it make it hard to breath.,2
5291,nasal congestion,Blocked Nose,obstruction to the flow of air in and out of the nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,When I woke up this morning I couldn't breathe out of my nose. I attempted to blow it but it is completely blocked.,2
5292,nasal congestion,Blocked Nose,obstruction to the flow of air in and out of the nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My nose always feels so stuffed up.,2
5294,nasal congestion,Blocked Nose,obstruction to the flow of air in and out of the nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I'm struggling to breathe out of my nose, my nostrils are completely blocked.",2
5295,nasal congestion,Blocked Nose,obstruction to the flow of air in and out of the nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been experiencing difficulty with my breathing especially the last week. I have to breath through my mouth all the time. I have an obstruction to the flow of air in and out of the nose.,2
5296,nasal congestion,Blocked Nose,congested,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I wake up every morning and I am so congested. I don't know what is causing this congestion but it is making breathing difficulty and my mouth dry.,2
5297,nasal congestion,Blocked Nose,congested,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I've been experiencing a ton of congestion in my nasal cavity.,2
5298,nasal congestion,Blocked Nose,congested,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am allergic to pollen and now I feel congested.,2
5299,nasal congestion,Blocked Nose,congested,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I have a weird headache, a runny nose, and everything is itchy. I think my allergies are acting up.",2
5300,nasal congestion,Blocked Nose,congested,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Congestion in my chest. I think it is due to sputum deposited in myl ungs.,2
5302,nasal congestion,Blocked Nose,blockage of nasal breathing,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I can't breath from my noise, like if I had a cold but I don't. I have to confess that I snorted a lot of cocaine last week. Could that be it?",2
5303,nasal congestion,Blocked Nose,blockage of nasal breathing,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Every morning I wake up with a dry mouth and a sore throat. I have also noticed that if I shut my mouth and try to breath that there is a inability to breath through my nose.,2
5305,nasal congestion,Blocked Nose,blockage of nasal breathing,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,No matter how much I blow my nose I still have trouble breathing through my nose.,2
5306,nasal congestion,Blocked Nose,blockage of nasal breathing,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Whenever I travel in plane I feel like i am not able to breathe.,2
5307,nasal congestion,Blocked Nose,plugged nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"For the past week, I have had a plugged nose, but I don't have any other symptoms of being sick, and when I try to blow my nose, nothing comes out.",2
5308,nasal congestion,Blocked Nose,nose is blocked,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My nose is blocked up. I feel like I can't breathe air in and yet I can't blow my nose either.,2
5309,nasal congestion,Blocked Nose,nose is blocked,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have noticed that seen allergy season is here I have been feeling like my nose is blocked.,2
5310,nasal congestion,Blocked Nose,stuffy nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My nose have been stopped up for the last week.,2
5311,nasal congestion,Blocked Nose,inability to inhale,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Sometime I feel like I just cant breathe. Like I can't get enough oxygen to fill my lungs.,2
5312,nasal congestion,Blocked Nose,obstruction to the flow of air in and out of the nose,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been having a hard time breathing through my nose since the season has been changing.,2
5313,nasal congestion,Blocked Nose,blockage of nasal breathing,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am feeling unable to breath due to a blockage of nasal breathing.,2
5315,nausea,Feel Like Vomiting,nausea,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel like I want to throw up.,1
5316,nausea,Feel Like Vomiting,nausea,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am in the first trimester and feeling nausea in the morning.,1
5317,nausea,Feel Like Vomiting,nausea,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My stomach is hurting. I keep throwing up and my stomach hurts.,1
5318,nausea,Feel Like Vomiting,nausea,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Two days ago I was visiting a friend who had just recovered from a stomach bug. I have had a feeling of nausea since waking up yesterday morning.,1
5319,nausea,Feel Like Vomiting,nausea,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,i seeked in food poision.continuosly vomiting.,1
5320,nausea,Feel Like Vomiting,nausea,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I have noticed over the past month I often feel sick to my stomach and experience nausea.,3
5322,nausea,Feel Like Vomiting,nausea,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I've been nauseous for a few days and it's making it difficult to eat or work.,3
5323,nausea,Feel Like Vomiting,nausea,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,My stomach is very unsettled. I wonder if I ate some bad tuna or if I'm pregnant.,3
5325,nausea,Feel Like Vomiting,nausea,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,Sometimes i just feel like throwing up immediately after a meal,3
5327,nausea,Feel Like Vomiting,the feeling before vomiting,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Sometimes after I've eaten I feel like I might be sick, I feel really nauseous.",2
5328,nausea,Feel Like Vomiting,the feeling before vomiting,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I constantly feel the feeling you get before vomiting throughout the whole day. I haven't been vomiting but that feeling lasts for a long time, can you help me out?",2
5329,nausea,Feel Like Vomiting,the feeling before vomiting,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel nauseated like I'm going to vomit.,2
5330,nausea,Feel Like Vomiting,the feeling before vomiting,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Doctor, i am feeling vomiting sensation, not feeling eating any thing and restless since last night",2
5331,nausea,Feel Like Vomiting,the feeling before vomiting,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My stomach hurts and I feel nauseous. I can tell I am about to throw up.,2
5333,nausea,Feel Like Vomiting,feeling sick,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Every time I ride in the car I am feeling sick.,2
5334,nausea,Feel Like Vomiting,feeling sick,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Last night for dinner i had some spaghetti and now my stomach hurts really bad, i feel like throwing up.",2
5335,nausea,Feel Like Vomiting,feeling sick,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I haven't been feeling well at all; in fact, I feel quite sick.",2
5336,nausea,Feel Like Vomiting,feeling sick,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Every time I eat, I feel like I need to throw up.",2
5337,nausea,Feel Like Vomiting,feeling sick,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Sometimes i am sitting on the chair and I feel very sick.,2
5338,nausea,Feel Like Vomiting,wamble,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,When I'm sitting at home watching television I always hit a point where I feel like vomiting.,2
5339,nausea,Feel Like Vomiting,wamble,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I've been feeling very nauseous the last couple of days.,2
5340,nausea,Feel Like Vomiting,wamble,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I really need something to help with this constant feeling that I'm gonna puke. I feel really woozly and like I've been on a little boat all day...very nauseous and just the thought of eating or smelling food gives me that feeling of It's comin' up!!,2
5341,nausea,Feel Like Vomiting,wamble,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,All throughout the day regardless of whether I eat or not i feel wamble.  I am not doing anything to make me feel that way.Most of the time I am just sitting at my desk working.,2
5342,nausea,Feel Like Vomiting,wamble,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Lately I've been feeling nauseous all the time,2
5344,nausea,Feel Like Vomiting,uneasiness of the stomach,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Doctor, my stomach feels uneasy, almost like I am going to throw up but I haven't thrown up yet.",2
5345,nausea,Feel Like Vomiting,uneasiness of the stomach,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My stomach has been uneasy and making it hard to keep food down.,2
5347,nausea,Feel Like Vomiting,uneasiness of the stomach,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel nausea.,2
5348,nausea,Feel Like Vomiting,uneasiness of the stomach,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have had an uneasiness of the stomach for the last week. It has been difficult to eat because of the feeling.,2
5350,nausea,Feel Like Vomiting,disgust,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I just have this feeling like I need to throw up all the time, it's disgusting.",2
5351,nausea,Feel Like Vomiting,disgust,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been having some pain in my upper chest and feeling of disgust after eating certain foods.,2
5352,nausea,Feel Like Vomiting,disgust,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel nauseous all the time. I literally felt like throwing away this morning but I didn't. Could I be pregnant?,2
5353,nausea,Feel Like Vomiting,disgust,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"A few times a day, I get this overwhelming feeling of disgust, like I'm going to vomit.",2
5354,nausea,Feel Like Vomiting,disgust,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Lately I feel very nauseous and the smeel of food is disgusting to me. I try to nibble on crackers and sip bland liquids, but nothing helps. Even my favorite foods make me feel like vomiting.",2
5361,nausea,Feel Like Vomiting,feel like vomiting,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Might be sick trom food poisoning or could be pregnant.,2
5363,nausea,Feel Like Vomiting,feel like vomiting,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I've had this symptom since I was a little girl. Whenever I'm standing for more than 20 minutes, I feel like vomiting. It's very disruptive when I have to go shopping or do some other physical activity with my family.",2
5365,nausea,Feel Like Vomiting,feel like vomiting,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"It hits me at random times in the day, but I feel like vomiting.",2
5367,nausea,Feel Like Vomiting,stomach discomfort,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I haven't been able to really eat anything for a little while because there's a lot of stomach discomfort which makes me not even want to put anything in my mouth.,2
5369,nausea,Feel Like Vomiting,stomach discomfort,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"My stomach always hurts, and I feel like I am about to throw-up.",2
5371,nausea,Feel Like Vomiting,stomach discomfort,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I ate at taco bell and now i have extreme stomach discomfort.,2
5372,nausea,Feel Like Vomiting,stomach discomfort,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have stomach discomfort for a few days.I feel like going to the toilet often and a nagging pain in my lower abdomen.I cannot do anything or go out because of this.Please give me a solution,2
5373,nausea,Feel Like Vomiting,the sensation of wanting to vomit,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I am constantly nauseous, but I cannot throw up.",2
5375,nausea,Feel Like Vomiting,the sensation of wanting to vomit,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My stomach has been hurting and I'm feeling nauseous like I need to vomit every time I move.  I have been feeling this way for about five days now.,2
5376,nausea,Feel Like Vomiting,the sensation of wanting to vomit,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"After getting pregnant, I am frequently having the sensation of wanting to vomit.",2
5377,nausea,Feel Like Vomiting,the sensation of wanting to vomit,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I'm nauseous and feel like I'm going to throw up.,2
