label,desc
28638,Major laceration of inferior mesenteric artery
28638,Complete transection of inferior mesenteric artery
28638,Traumatic rupture of inferior mesenteric artery
28639,Other injury of inferior mesenteric artery
28640,Unspecified injury of inferior mesenteric artery
28641,Injury of branches of celiac and mesenteric artery
28641,Injury of gastric artery
28641,Injury of gastroduodenal artery
28641,Injury of hepatic artery
28641,Injury of splenic artery
28642,Minor laceration of branches of celiac and mesenteric artery
28642,Incomplete transection of branches of celiac and mesenteric artery
28642,Laceration of branches of celiac and mesenteric artery NOS
28642,Superficial laceration of branches of celiac and mesenteric artery
28643,Major laceration of branches of celiac and mesenteric artery
28643,Complete transection of branches of celiac and mesenteric artery
28643,Traumatic rupture of branches of celiac and mesenteric artery
28644,Other injury of branches of celiac and mesenteric artery
28645,Unspecified injury of branches of celiac and mesenteric artery
28646,Injury of portal or splenic vein and branches
28647,Injury of portal vein
28648,Laceration of portal vein
28649,Other specified injury of portal vein
28650,Unspecified injury of portal vein
28651,Injury of splenic vein
28652,Laceration of splenic vein
28653,Other specified injury of splenic vein
28654,Unspecified injury of splenic vein
28655,Injury of superior mesenteric vein
28656,Laceration of superior mesenteric vein
28657,Other specified injury of superior mesenteric vein
28658,Unspecified injury of superior mesenteric vein
28659,Injury of inferior mesenteric vein
28660,Laceration of inferior mesenteric vein
28661,Other specified injury of inferior mesenteric vein
28662,Unspecified injury of inferior mesenteric vein
28663,Injury of renal blood vessels
28664,Unspecified injury of renal blood vessel
28665,Unspecified injury of right renal artery
28666,Unspecified injury of left renal artery
28667,Unspecified injury of unspecified renal artery
28668,Unspecified injury of right renal vein
28669,Unspecified injury of left renal vein
28670,Unspecified injury of unspecified renal vein
28671,Laceration of renal blood vessel
28672,Laceration of right renal artery
28673,Laceration of left renal artery
28674,Laceration of unspecified renal artery
28675,Laceration of right renal vein
28676,Laceration of left renal vein
28677,Laceration of unspecified renal vein
28678,Other specified injury of renal blood vessel
28679,Other specified injury of right renal artery
28680,Other specified injury of left renal artery
28681,Other specified injury of unspecified renal artery
28682,Other specified injury of right renal vein
28683,Other specified injury of left renal vein
28684,Other specified injury of unspecified renal vein
28685,Injury of iliac blood vessels
28686,Injury of unspecified iliac blood vessel(s)
28687,Injury of iliac artery or vein
28687,Injury of hypogastric artery or vein
28688,Injury of right iliac artery
28689,Injury of left iliac artery
28690,Injury of unspecified iliac artery
28691,Injury of right iliac vein
28692,Injury of left iliac vein
28693,Injury of unspecified iliac vein
28694,Injury of uterine artery or vein
28695,Injury of right uterine artery
28696,Injury of left uterine artery
28697,Injury of unspecified uterine artery
28698,Injury of right uterine vein
28699,Injury of left uterine vein
28700,Injury of unspecified uterine vein
28701,Injury of other iliac blood vessels
28702,"Injury of other blood vessels at abdomen, lower back and pelvis level"
28702,Injury of ovarian artery or vein
28703,"Injury of unspecified blood vessel at abdomen, lower back and pelvis level"
28704,"Unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level"
28705,"Laceration of unspecified blood vessel at abdomen, lower back and pelvis level"
28706,"Other specified injury of unspecified blood vessel at abdomen, lower back and pelvis level"
28707,Injury of intra-abdominal organs
28708,Injury of spleen
28709,Unspecified injury of spleen
28710,Contusion of spleen
28711,Minor contusion of spleen
28711,Contusion of spleen less than 2 cm
28712,Major contusion of spleen
28712,Contusion of spleen greater than 2 cm
28713,Unspecified contusion of spleen
28714,Laceration of spleen
28715,Superficial (capsular) laceration of spleen
28715,Laceration of spleen less than 1 cm
28715,Minor laceration of spleen
28716,Moderate laceration of spleen
28716,Laceration of spleen 1 to 3 cm
28717,Major laceration of spleen
28717,Avulsion of spleen
28717,Laceration of spleen greater than 3 cm
28717,Massive laceration of spleen
28717,Multiple moderate lacerations of spleen
28717,Stellate laceration of spleen
28718,Unspecified laceration of spleen
28719,Other injury of spleen
28720,Injury of liver and gallbladder and bile duct
28721,Injury of liver
28722,Contusion of liver
28723,"Laceration of liver, unspecified degree"
28724,Minor laceration of liver
28724,"Laceration involving capsule only, or, without significant involvement of hepatic parenchyma [i.e., less than 1 cm deep]"
28725,Moderate laceration of liver
28725,"Laceration involving parenchyma but without major disruption of parenchyma [i.e., less than 10 cm long and less than 3 cm deep]"
28726,Major laceration of liver
28726,"Laceration with significant disruption of hepatic parenchyma [i.e., greater than 10 cm long and 3 cm deep]"
28726,"Multiple moderate lacerations, with or without hematoma"
28726,Stellate laceration of liver
28727,Other injury of liver
28728,Unspecified injury of liver
28729,Injury of gallbladder
28730,Contusion of gallbladder
28731,Laceration of gallbladder
28732,Other injury of gallbladder
28733,Unspecified injury of gallbladder
28734,Injury of bile duct
28735,Injury of pancreas
28736,Unspecified injury of pancreas
28737,Unspecified injury of head of pancreas
28738,Unspecified injury of body of pancreas
28739,Unspecified injury of tail of pancreas
28740,Unspecified injury of unspecified part of pancreas
28741,Contusion of pancreas
28742,Contusion of head of pancreas
28743,Contusion of body of pancreas
28744,Contusion of tail of pancreas
28745,Contusion of unspecified part of pancreas
28746,"Laceration of pancreas, unspecified degree"
28747,"Laceration of head of pancreas, unspecified degree"
28748,"Laceration of body of pancreas, unspecified degree"
28749,"Laceration of tail of pancreas, unspecified degree"
28750,"Laceration of unspecified part of pancreas, unspecified degree"
28751,Minor laceration of pancreas
28752,Minor laceration of head of pancreas
28753,Minor laceration of body of pancreas
28754,Minor laceration of tail of pancreas
28755,Minor laceration of unspecified part of pancreas
28756,Moderate laceration of pancreas
28757,Moderate laceration of head of pancreas
28758,Moderate laceration of body of pancreas
28759,Moderate laceration of tail of pancreas
28760,Moderate laceration of unspecified part of pancreas
28761,Major laceration of pancreas
28762,Major laceration of head of pancreas
28763,Major laceration of body of pancreas
28764,Major laceration of tail of pancreas
28765,Major laceration of unspecified part of pancreas
28766,Other injury of pancreas
28767,Other injury of head of pancreas
28768,Other injury of body of pancreas
28769,Other injury of tail of pancreas
28770,Other injury of unspecified part of pancreas
28771,Injury of stomach
28772,Unspecified injury of stomach
28773,Contusion of stomach
28774,Laceration of stomach
28775,Other injury of stomach
28776,Injury of small intestine
28777,Unspecified injury of small intestine
28778,Unspecified injury of duodenum
28779,Unspecified injury of other part of small intestine
28780,Unspecified injury of unspecified part of small intestine
28781,Primary blast injury of small intestine
28781,Blast injury of small intestine NOS
28782,Primary blast injury of duodenum
28783,Primary blast injury of other part of small intestine
28784,Primary blast injury of unspecified part of small intestine
28785,Contusion of small intestine
28786,Contusion of duodenum
28787,Contusion of other part of small intestine
28788,Contusion of unspecified part of small intestine
28789,Laceration of small intestine
28790,Laceration of duodenum
28791,Laceration of other part of small intestine
28792,Laceration of unspecified part of small intestine
28793,Other injury of small intestine
28794,Other injury of duodenum
28795,Other injury of other part of small intestine
28796,Other injury of unspecified part of small intestine
28797,Injury of colon
28798,Unspecified injury of colon
28799,Unspecified injury of ascending [right] colon
28800,Unspecified injury of transverse colon
28801,Unspecified injury of descending [left] colon
28802,Unspecified injury of sigmoid colon
28803,Unspecified injury of other part of colon
28804,Unspecified injury of unspecified part of colon
28805,Primary blast injury of colon
28805,Blast injury of colon NOS
28806,Primary blast injury of ascending [right] colon
28807,Primary blast injury of transverse colon
28808,Primary blast injury of descending [left] colon
28809,Primary blast injury of sigmoid colon
28810,Primary blast injury of other part of colon
28811,Primary blast injury of unspecified part of colon
28812,Contusion of colon
28813,Contusion of ascending [right] colon
28814,Contusion of transverse colon
28815,Contusion of descending [left] colon
28816,Contusion of sigmoid colon
28817,Contusion of other part of colon
28818,Contusion of unspecified part of colon
28819,Laceration of colon
28820,Laceration of ascending [right] colon
28821,Laceration of transverse colon
28822,Laceration of descending [left] colon
28823,Laceration of sigmoid colon
28824,Laceration of other part of colon
28825,Laceration of unspecified part of colon
28826,Other injury of colon
28826,Secondary blast injury of colon
28827,Other injury of ascending [right] colon
28828,Other injury of transverse colon
28829,Other injury of descending [left] colon
28830,Other injury of sigmoid colon
28831,Other injury of other part of colon
28832,Other injury of unspecified part of colon
28833,Injury of rectum
28834,Unspecified injury of rectum
28835,Primary blast injury of rectum
28835,Blast injury of rectum NOS
28836,Contusion of rectum
28837,Laceration of rectum
28838,Other injury of rectum
28838,Secondary blast injury of rectum
28839,Injury of other intra-abdominal organs
28840,Injury of peritoneum
28841,Injury of other intra-abdominal organs
28841,Injury of retroperitoneum
28842,Contusion of other intra-abdominal organs
28843,Laceration of other intra-abdominal organs
28844,Other injury of other intra-abdominal organs
28845,Unspecified injury of other intra-abdominal organs
28846,Injury of unspecified intra-abdominal organ
28847,Unspecified injury of unspecified intra-abdominal organ
28848,Contusion of unspecified intra-abdominal organ
28849,Laceration of unspecified intra-abdominal organ
28850,Other injury of unspecified intra-abdominal organ
28851,Injury of urinary and pelvic organs
28852,Injury of kidney
28853,Unspecified injury of kidney
28854,Unspecified injury of right kidney
28855,Unspecified injury of left kidney
28856,Unspecified injury of unspecified kidney
28857,Minor contusion of kidney
28857,Contusion of kidney less than 2 cm
28857,Contusion of kidney NOS
28858,Minor contusion of right kidney
28859,Minor contusion of left kidney
28860,Minor contusion of unspecified kidney
28861,Major contusion of kidney
28861,Contusion of kidney greater than 2 cm
28862,Major contusion of right kidney
28863,Major contusion of left kidney
28864,Major contusion of unspecified kidney
28865,"Laceration of kidney, unspecified degree"
28866,"Laceration of right kidney, unspecified degree"
28867,"Laceration of left kidney, unspecified degree"
28868,"Laceration of unspecified kidney, unspecified degree"
28869,Minor laceration of kidney
28869,Laceration of kidney less than 1 cm
28870,Minor laceration of right kidney
28871,Minor laceration of left kidney
28872,Minor laceration of unspecified kidney
28873,Moderate laceration of kidney
28873,Laceration of kidney 1 to 3 cm
28874,Moderate laceration of right kidney
28875,Moderate laceration of left kidney
28876,Moderate laceration of unspecified kidney
28877,Major laceration of kidney
28877,Avulsion of kidney
28877,Laceration of kidney greater than 3 cm
28877,Massive laceration of kidney
28877,Multiple moderate lacerations of kidney
28877,Stellate laceration of kidney
28878,Major laceration of right kidney
28879,Major laceration of left kidney
28880,Major laceration of unspecified kidney
28881,Other injury of kidney
28882,Other injury of right kidney
28883,Other injury of left kidney
28884,Other injury of unspecified kidney
28885,Injury of ureter
28886,Unspecified injury of ureter
28887,Contusion of ureter
28888,Laceration of ureter
28889,Other injury of ureter
28890,Injury of bladder
28891,Unspecified injury of bladder
28892,Contusion of bladder
28893,Laceration of bladder
28894,Other injury of bladder
28895,Injury of urethra
28896,Unspecified injury of urethra
28897,Contusion of urethra
28898,Laceration of urethra
28899,Other injury of urethra
28900,Injury of ovary
28901,Unspecified injury of ovary
28902,"Unspecified injury of ovary, unilateral"
28903,"Unspecified injury of ovary, bilateral"
28904,"Unspecified injury of ovary, unspecified"
28905,Contusion of ovary
28906,"Contusion of ovary, unilateral"
28907,"Contusion of ovary, bilateral"
28908,"Contusion of ovary, unspecified"
28909,Laceration of ovary
28910,"Laceration of ovary, unilateral"
28911,"Laceration of ovary, bilateral"
28912,"Laceration of ovary, unspecified"
28913,Other injury of ovary
28914,"Other injury of ovary, unilateral"
28915,"Other injury of ovary, bilateral"
28916,"Other injury of ovary, unspecified"
28917,Injury of fallopian tube
28918,Unspecified injury of fallopian tube
28919,"Unspecified injury of fallopian tube, unilateral"
28920,"Unspecified injury of fallopian tube, bilateral"
28921,"Unspecified injury of fallopian tube, unspecified"
28922,Primary blast injury of fallopian tube
28922,Blast injury of fallopian tube NOS
28923,"Primary blast injury of fallopian tube, unilateral"
28924,"Primary blast injury of fallopian tube, bilateral"
28925,"Primary blast injury of fallopian tube, unspecified"
28926,Contusion of fallopian tube
28927,"Contusion of fallopian tube, unilateral"
28928,"Contusion of fallopian tube, bilateral"
28929,"Contusion of fallopian tube, unspecified"
28930,Laceration of fallopian tube
28931,"Laceration of fallopian tube, unilateral"
28932,"Laceration of fallopian tube, bilateral"
28933,"Laceration of fallopian tube, unspecified"
28934,Other injury of fallopian tube
28934,Secondary blast injury of fallopian tube
28935,"Other injury of fallopian tube, unilateral"
28936,"Other injury of fallopian tube, bilateral"
28937,"Other injury of fallopian tube, unspecified"
28938,Injury of uterus
28939,Unspecified injury of uterus
28940,Contusion of uterus
28941,Laceration of uterus
28942,Other injury of uterus
28943,Injury of other urinary and pelvic organs
28944,Injury of adrenal gland
28945,Contusion of adrenal gland
28946,Laceration of adrenal gland
28947,Other injury of adrenal gland
28948,Unspecified injury of adrenal gland
28949,Injury of prostate
28950,Contusion of prostate
28951,Laceration of prostate
28952,Other injury of prostate
28953,Unspecified injury of prostate
28954,Injury of other urinary and pelvic organ
28955,Contusion of other urinary and pelvic organ
28956,Laceration of other urinary and pelvic organ
28957,Other injury of other urinary and pelvic organ
28958,Unspecified injury of other urinary and pelvic organ
28959,Injury of unspecified urinary and pelvic organ
28960,Unspecified injury of unspecified urinary and pelvic organ
28961,Contusion of unspecified urinary and pelvic organ
28962,Laceration of unspecified urinary and pelvic organ
28963,Other injury of unspecified urinary and pelvic organ
28964,"Crushing injury and traumatic amputation of abdomen, lower back, pelvis and external genitals"
28964,An amputation not identified as partial or complete should be coded to complete
28965,Crushing injury of external genital organs
28966,Crushing injury of unspecified external genital organs
28967,"Crushing injury of unspecified external genital organs, male"
28968,"Crushing injury of unspecified external genital organs, female"
28969,Crushing injury of penis
28970,Crushing injury of scrotum and testis
28971,Crushing injury of vulva
28972,"Crushing injury of abdomen, lower back, and pelvis"
28973,Traumatic amputation of external genital organs
28974,Traumatic amputation of female external genital organs
28974,Traumatic amputation of clitoris
28974,Traumatic amputation of labium (majus) (minus)
28974,Traumatic amputation of vulva
28975,Complete traumatic amputation of female external genital organs
28976,Partial traumatic amputation of female external genital organs
28977,Traumatic amputation of penis
28978,Complete traumatic amputation of penis
28979,Partial traumatic amputation of penis
28980,Traumatic amputation of scrotum and testis
28981,Complete traumatic amputation of scrotum and testis
28982,Partial traumatic amputation of scrotum and testis
28983,Transection (partial) of abdomen
28984,"Other and unspecified injuries of abdomen, lower back, pelvis and external genitals"
28985,"Injury of muscle, fascia and tendon of abdomen, lower back and pelvis"
28986,"Unspecified injury of muscle, fascia and tendon of abdomen, lower back and pelvis"
28987,"Unspecified injury of muscle, fascia and tendon of abdomen"
28988,"Unspecified injury of muscle, fascia and tendon of lower back"
28989,"Unspecified injury of muscle, fascia and tendon of pelvis"
28990,"Strain of muscle, fascia and tendon of abdomen, lower back and pelvis"
28991,"Strain of muscle, fascia and tendon of abdomen"
28992,"Strain of muscle, fascia and tendon of lower back"
28993,"Strain of muscle, fascia and tendon of pelvis"
28994,"Laceration of muscle, fascia and tendon of abdomen, lower back and pelvis"
28995,"Laceration of muscle, fascia and tendon of abdomen"
28996,"Laceration of muscle, fascia and tendon of lower back"
28997,"Laceration of muscle, fascia and tendon of pelvis"
28998,"Other injury of muscle, fascia and tendon of abdomen, lower back and pelvis"
28999,"Other injury of muscle, fascia and tendon of abdomen"
29000,"Other injury of muscle, fascia and tendon of lower back"
29001,"Other injury of muscle, fascia and tendon of pelvis"
29002,"Other specified injuries of abdomen, lower back, pelvis and external genitals"
29003,Other specified injuries of abdomen
29004,Other specified injuries of lower back
29005,Other specified injuries of pelvis
29006,Other specified injuries of external genitals
29007,Fracture of corpus cavernosum penis
29008,Other specified injuries of external genitals
29009,"Unspecified injury of abdomen, lower back, pelvis and external genitals"
29010,Unspecified injury of abdomen
29011,Unspecified injury of lower back
29012,Unspecified injury of pelvis
29013,Unspecified injury of external genitals
29014,Superficial injury of shoulder and upper arm
29015,Contusion of shoulder and upper arm
29016,Contusion of shoulder
29017,Contusion of right shoulder
29018,Contusion of left shoulder
29019,Contusion of unspecified shoulder
29020,Contusion of upper arm
29021,Contusion of right upper arm
29022,Contusion of left upper arm
29023,Contusion of unspecified upper arm
29024,Other superficial injuries of shoulder
29025,Abrasion of shoulder
29026,Abrasion of right shoulder
29027,Abrasion of left shoulder
29028,Abrasion of unspecified shoulder
29029,Blister (nonthermal) of shoulder
29030,Blister (nonthermal) of right shoulder
29031,Blister (nonthermal) of left shoulder
29032,Blister (nonthermal) of unspecified shoulder
29033,External constriction of shoulder
29034,External constriction of right shoulder
29035,External constriction of left shoulder
29036,External constriction of unspecified shoulder
29037,Superficial foreign body of shoulder
29037,Splinter in the shoulder
29038,Superficial foreign body of right shoulder
29039,Superficial foreign body of left shoulder
29040,Superficial foreign body of unspecified shoulder
29041,Insect bite (nonvenomous) of shoulder
29042,Insect bite (nonvenomous) of right shoulder
29043,Insect bite (nonvenomous) of left shoulder
29044,Insect bite (nonvenomous) of unspecified shoulder
29045,Other superficial bite of shoulder
29046,Other superficial bite of right shoulder
29047,Other superficial bite of left shoulder
29048,Other superficial bite of unspecified shoulder
29049,Other superficial injuries of upper arm
29050,Abrasion of upper arm
29051,Abrasion of right upper arm
29052,Abrasion of left upper arm
29053,Abrasion of unspecified upper arm
29054,Blister (nonthermal) of upper arm
29055,Blister (nonthermal) of right upper arm
29056,Blister (nonthermal) of left upper arm
29057,Blister (nonthermal) of unspecified upper arm
29058,External constriction of upper arm
29059,External constriction of right upper arm
29060,External constriction of left upper arm
29061,External constriction of unspecified upper arm
29062,Superficial foreign body of upper arm
29062,Splinter in the upper arm
29063,Superficial foreign body of right upper arm
29064,Superficial foreign body of left upper arm
29065,Superficial foreign body of unspecified upper arm
29066,Insect bite (nonvenomous) of upper arm
29067,Insect bite (nonvenomous) of right upper arm
29068,Insect bite (nonvenomous) of left upper arm
29069,Insect bite (nonvenomous) of unspecified upper arm
29070,Other superficial bite of upper arm
29071,Other superficial bite of right upper arm
29072,Other superficial bite of left upper arm
29073,Other superficial bite of unspecified upper arm
29074,Unspecified superficial injury of shoulder and upper arm
29075,Unspecified superficial injury of shoulder
29076,Unspecified superficial injury of right shoulder
29077,Unspecified superficial injury of left shoulder
29078,Unspecified superficial injury of unspecified shoulder
29079,Unspecified superficial injury of upper arm
29080,Unspecified superficial injury of right upper arm
29081,Unspecified superficial injury of left upper arm
29082,Unspecified superficial injury of unspecified upper arm
29083,Open wound of shoulder and upper arm
29084,Open wound of shoulder
29085,Unspecified open wound of shoulder
29086,Unspecified open wound of right shoulder
29087,Unspecified open wound of left shoulder
29088,Unspecified open wound of unspecified shoulder
29089,Laceration without foreign body of shoulder
29090,Laceration without foreign body of right shoulder
29091,Laceration without foreign body of left shoulder
29092,Laceration without foreign body of unspecified shoulder
29093,Laceration with foreign body of shoulder
29094,Laceration with foreign body of right shoulder
29095,Laceration with foreign body of left shoulder
29096,Laceration with foreign body of unspecified shoulder
29097,Puncture wound without foreign body of shoulder
29098,Puncture wound without foreign body of right shoulder
29099,Puncture wound without foreign body of left shoulder
29100,Puncture wound without foreign body of unspecified shoulder
29101,Puncture wound with foreign body of shoulder
29102,Puncture wound with foreign body of right shoulder
29103,Puncture wound with foreign body of left shoulder
29104,Puncture wound with foreign body of unspecified shoulder
29105,Open bite of shoulder
29105,Bite of shoulder NOS
29106,Open bite of right shoulder
29107,Open bite of left shoulder
29108,Open bite of unspecified shoulder
29109,Open wound of upper arm
29110,Unspecified open wound of upper arm
29111,Unspecified open wound of right upper arm
29112,Unspecified open wound of left upper arm
29113,Unspecified open wound of unspecified upper arm
29114,Laceration without foreign body of upper arm
29115,Laceration without foreign body of right upper arm
29116,Laceration without foreign body of left upper arm
29117,Laceration without foreign body of unspecified upper arm
29118,Laceration with foreign body of upper arm
29119,Laceration with foreign body of right upper arm
29120,Laceration with foreign body of left upper arm
29121,Laceration with foreign body of unspecified upper arm
29122,Puncture wound without foreign body of upper arm
29123,Puncture wound without foreign body of right upper arm
29124,Puncture wound without foreign body of left upper arm
29125,Puncture wound without foreign body of unspecified upper arm
29126,Puncture wound with foreign body of upper arm
29127,Puncture wound with foreign body of right upper arm
29128,Puncture wound with foreign body of left upper arm
29129,Puncture wound with foreign body of unspecified upper arm
29130,Open bite of upper arm
29130,Bite of upper arm NOS
29131,Open bite of right upper arm
29132,Open bite of left upper arm
29133,Open bite of unspecified upper arm
29134,Fracture of shoulder and upper arm
29135,Fracture of clavicle
29136,Fracture of unspecified part of clavicle
29137,Fracture of unspecified part of right clavicle
29138,Fracture of unspecified part of left clavicle
29139,Fracture of unspecified part of unspecified clavicle
29140,Fracture of sternal end of clavicle
29141,Anterior displaced fracture of sternal end of right clavicle
29142,Anterior displaced fracture of sternal end of left clavicle
29143,Anterior displaced fracture of sternal end of unspecified clavicle
29143,Displaced fracture of sternal end of clavicle NOS
29144,Posterior displaced fracture of sternal end of right clavicle
29145,Posterior displaced fracture of sternal end of left clavicle
29146,Posterior displaced fracture of sternal end of unspecified clavicle
29147,Nondisplaced fracture of sternal end of right clavicle
29148,Nondisplaced fracture of sternal end of left clavicle
29149,Nondisplaced fracture of sternal end of unspecified clavicle
29150,Fracture of shaft of clavicle
29151,Displaced fracture of shaft of right clavicle
29152,Displaced fracture of shaft of left clavicle
29153,Displaced fracture of shaft of unspecified clavicle
29154,Nondisplaced fracture of shaft of right clavicle
29155,Nondisplaced fracture of shaft of left clavicle
29156,Nondisplaced fracture of shaft of unspecified clavicle
29157,Fracture of lateral end of clavicle
29157,Fracture of acromial end of clavicle
29158,Displaced fracture of lateral end of right clavicle
29159,Displaced fracture of lateral end of left clavicle
29160,Displaced fracture of lateral end of unspecified clavicle
29161,Nondisplaced fracture of lateral end of right clavicle
29162,Nondisplaced fracture of lateral end of left clavicle
29163,Nondisplaced fracture of lateral end of unspecified clavicle
29164,Fracture of scapula
29165,Fracture of unspecified part of scapula
29166,"Fracture of unspecified part of scapula, right shoulder"
29167,"Fracture of unspecified part of scapula, left shoulder"
29168,"Fracture of unspecified part of scapula, unspecified shoulder"
29169,Fracture of body of scapula
29170,"Displaced fracture of body of scapula, right shoulder"
29171,"Displaced fracture of body of scapula, left shoulder"
29172,"Displaced fracture of body of scapula, unspecified shoulder"
29173,"Nondisplaced fracture of body of scapula, right shoulder"
29174,"Nondisplaced fracture of body of scapula, left shoulder"
29175,"Nondisplaced fracture of body of scapula, unspecified shoulder"
29176,Fracture of acromial process
29177,"Displaced fracture of acromial process, right shoulder"
29178,"Displaced fracture of acromial process, left shoulder"
29179,"Displaced fracture of acromial process, unspecified shoulder"
29180,"Nondisplaced fracture of acromial process, right shoulder"
29181,"Nondisplaced fracture of acromial process, left shoulder"
29182,"Nondisplaced fracture of acromial process, unspecified shoulder"
29183,Fracture of coracoid process
29184,"Displaced fracture of coracoid process, right shoulder"
29185,"Displaced fracture of coracoid process, left shoulder"
29186,"Displaced fracture of coracoid process, unspecified shoulder"
29187,"Nondisplaced fracture of coracoid process, right shoulder"
29188,"Nondisplaced fracture of coracoid process, left shoulder"
29189,"Nondisplaced fracture of coracoid process, unspecified shoulder"
29190,Fracture of glenoid cavity of scapula
29191,"Displaced fracture of glenoid cavity of scapula, right shoulder"
29192,"Displaced fracture of glenoid cavity of scapula, left shoulder"
29193,"Displaced fracture of glenoid cavity of scapula, unspecified shoulder"
29194,"Nondisplaced fracture of glenoid cavity of scapula, right shoulder"
29195,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder"
29196,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder"
29197,Fracture of neck of scapula
29198,"Displaced fracture of neck of scapula, right shoulder"
29199,"Displaced fracture of neck of scapula, left shoulder"
29200,"Displaced fracture of neck of scapula, unspecified shoulder"
29201,"Nondisplaced fracture of neck of scapula, right shoulder"
29202,"Nondisplaced fracture of neck of scapula, left shoulder"
29203,"Nondisplaced fracture of neck of scapula, unspecified shoulder"
29204,Fracture of other part of scapula
29205,"Fracture of other part of scapula, right shoulder"
29206,"Fracture of other part of scapula, left shoulder"
29207,"Fracture of other part of scapula, unspecified shoulder"
29208,Fracture of upper end of humerus
29208,Fracture of proximal end of humerus
29209,Unspecified fracture of upper end of humerus
29210,Unspecified fracture of upper end of right humerus
29211,Unspecified fracture of upper end of left humerus
29212,Unspecified fracture of upper end of unspecified humerus
29213,Unspecified fracture of surgical neck of humerus
29213,Fracture of neck of humerus NOS
29214,Unspecified displaced fracture of surgical neck of right humerus
29215,Unspecified displaced fracture of surgical neck of left humerus
29216,Unspecified displaced fracture of surgical neck of unspecified humerus
29217,Unspecified nondisplaced fracture of surgical neck of right humerus
29218,Unspecified nondisplaced fracture of surgical neck of left humerus
29219,Unspecified nondisplaced fracture of surgical neck of unspecified humerus
29220,2-part fracture of surgical neck of humerus
29221,2-part displaced fracture of surgical neck of right humerus
29222,2-part displaced fracture of surgical neck of left humerus
29223,2-part displaced fracture of surgical neck of unspecified humerus
29224,2-part nondisplaced fracture of surgical neck of right humerus
29225,2-part nondisplaced fracture of surgical neck of left humerus
29226,2-part nondisplaced fracture of surgical neck of unspecified humerus
29227,3-part fracture of surgical neck of humerus
29228,3-part fracture of surgical neck of right humerus
29229,3-part fracture of surgical neck of left humerus
29230,3-part fracture of surgical neck of unspecified humerus
29231,4-part fracture of surgical neck of humerus
29232,4-part fracture of surgical neck of right humerus
29233,4-part fracture of surgical neck of left humerus
29234,4-part fracture of surgical neck of unspecified humerus
29235,Fracture of greater tuberosity of humerus
29236,Displaced fracture of greater tuberosity of right humerus
29237,Displaced fracture of greater tuberosity of left humerus
29238,Displaced fracture of greater tuberosity of unspecified humerus
29239,Nondisplaced fracture of greater tuberosity of right humerus
29240,Nondisplaced fracture of greater tuberosity of left humerus
29241,Nondisplaced fracture of greater tuberosity of unspecified humerus
29242,Fracture of lesser tuberosity of humerus
29243,Displaced fracture of lesser tuberosity of right humerus
29244,Displaced fracture of lesser tuberosity of left humerus
29245,Displaced fracture of lesser tuberosity of unspecified humerus
29246,Nondisplaced fracture of lesser tuberosity of right humerus
29247,Nondisplaced fracture of lesser tuberosity of left humerus
29248,Nondisplaced fracture of lesser tuberosity of unspecified humerus
29249,Torus fracture of upper end of humerus
29250,Torus fracture of upper end of right humerus
29251,Torus fracture of upper end of left humerus
29252,Torus fracture of upper end of unspecified humerus
29253,Other fracture of upper end of humerus
29253,Fracture of anatomical neck of humerus
29253,Fracture of articular head of humerus
29254,Other displaced fracture of upper end of right humerus
29255,Other displaced fracture of upper end of left humerus
29256,Other displaced fracture of upper end of unspecified humerus
29257,Other nondisplaced fracture of upper end of right humerus
29258,Other nondisplaced fracture of upper end of left humerus
29259,Other nondisplaced fracture of upper end of unspecified humerus
29260,Fracture of shaft of humerus
29260,Fracture of humerus NOS
29260,Fracture of upper arm NOS
29261,Unspecified fracture of shaft of humerus
29262,"Unspecified fracture of shaft of humerus, right arm"
29263,"Unspecified fracture of shaft of humerus, left arm"
29264,"Unspecified fracture of shaft of humerus, unspecified arm"
29265,Greenstick fracture of shaft of humerus
29266,"Greenstick fracture of shaft of humerus, right arm"
29267,"Greenstick fracture of shaft of humerus, left arm"
29268,"Greenstick fracture of shaft of humerus, unspecified arm"
29269,Transverse fracture of shaft of humerus
29270,"Displaced transverse fracture of shaft of humerus, right arm"
29271,"Displaced transverse fracture of shaft of humerus, left arm"
29272,"Displaced transverse fracture of shaft of humerus, unspecified arm"
29273,"Nondisplaced transverse fracture of shaft of humerus, right arm"
29274,"Nondisplaced transverse fracture of shaft of humerus, left arm"
29275,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm"
29276,Oblique fracture of shaft of humerus
29277,"Displaced oblique fracture of shaft of humerus, right arm"
29278,"Displaced oblique fracture of shaft of humerus, left arm"
29279,"Displaced oblique fracture of shaft of humerus, unspecified arm"
29280,"Nondisplaced oblique fracture of shaft of humerus, right arm"
29281,"Nondisplaced oblique fracture of shaft of humerus, left arm"
29282,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm"
29283,Spiral fracture of shaft of humerus
29284,"Displaced spiral fracture of shaft of humerus, right arm"
29285,"Displaced spiral fracture of shaft of humerus, left arm"
29286,"Displaced spiral fracture of shaft of humerus, unspecified arm"
29287,"Nondisplaced spiral fracture of shaft of humerus, right arm"
